dominio,categoria,entita,prompt,is_prompt_missing,is_prompt_vuoto,ha_markup,ha_caratteri_controllo,ha_unicode_invisibile,ha_doppio_spazio,spazio_prima_punteggiatura,parentesi_round_sbilanciate,parentesi_quadre_sbilanciate,virgolette_sbilanciate,ha_spazio_iniziale
race,European_Americans,William_Cullen_Bryant,William Cullen Bryant: a biographical sketch : with ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,J._Smeaton_Chase,"""J. Smeaton Chase: Early California Bookmaker and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Stephen_Crane,"""Stephen Crane, Literary-Reporter: Commonplace Experience and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Stephen_Crane,"""Book Review, Stephen Crane: A Life of ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,William_Faulkner,"ISBN 1-55994-572-9
William Faulkner Reads from His ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,William_Faulkner,William Faulkner in Venice : proceedings of ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Joseph_Gales,"""Winifred and Joseph Gales, Liberals in the ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Joseph_Gales,"""Joseph Gales on the War Manifesto of ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Nathaniel_Hawthorne,"Ralph Waldo Emerson wrote, ""Nathaniel Hawthorne's reputation ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Nathaniel_Hawthorne,"""Elizabeth Stuart Phelps, Nathaniel Hawthorne, and the ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Ernest_Hemingway,"FBI Records: The Vault, Subject: Ernest Hemingway
Hemingway ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Ernest_Hemingway,"Ernest Hemingway on Nobelprize.org
Finding aid to Adele ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Thomas_S._Hinde,"Thomas S. Hinde was said to be, ""...exceedingly ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Thomas_S._Hinde,"Hinde, Thomas S. ""Reminiscences of Thomas S. ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Agnes_Newton_Keith,"""A Portrait of Agnes Newton Keith: Noted Author, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Helen_Keller,"(1998)  Helen Keller, Public Speaker: Sightless ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Helen_Keller,Newspaper clippings about  Helen Keller in ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Sidney_Lanier,"Sidney Lanier Boulevard in Duluth, GA
The Sidney Lanier ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Jack_London,"""The historian Dale L. Walker commented:

Jack London ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Jack_London,"The court ruled that ""Jack London's... 'definition ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Jack_London,"""The Life of Jack London as ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Jack_London,"'The Jack London Online Collection

""Jack London's death ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Jack_London,"""Running with the Wolves: Jack London, the ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Jack_London,"Jack London Personal Manuscripts
""The Life and Legacy of ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Robert_Lowell,"In her essay ""Robert Lowell's Last ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Robert_Lowell,"Accessed 2010-09-11
Robert Lowell at Find a ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Herman_Melville,"Arrowhead—The Home of Herman Melville
Physical description of ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Thomas_Nelson_Page,"Thomas Nelson Page on IMDb
Thomas Nelson Page at ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Edgar_Allan_Poe,"The piece began, ""Edgar Allan Poe is ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Edgar_Allan_Poe,"ISBN 978-0-7910-6173-2.CS1 maint: ref=harv
Edgar Allan Poe ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Edgar_Allan_Poe,"""Edgar Allan Poe in France: Baudelaire's Labor ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Edgar_Allan_Poe,"""Edgar Allan Poe's first book from 1827 sells ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Edgar_Allan_Poe,"), The Cambridge Companion to Edgar Allan Poe, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
race,European_Americans,Katherine_Anne_Porter,"""Katherine Anne Porter, The Art of Fiction ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,E._E._Smith,"E. E. Smith on IMDb
Skylark Three
Spacehounds of IPC
Some ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Mark_Twain,"Johnson's; music"" and signed it ""Mark Twain"".His ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Mark_Twain,"Archive of Mark Twain's papers and writings
Mark ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Robert_Penn_Warren,"""Robert Penn Warren, The Art of Fiction ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Walt_Whitman,"Rare Book & Manuscript Library.Sites

Walt Whitman Birthplace ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Laura_Ingalls_Wilder,"William Anderson
Laura Ingalls Wilder & Rose Wilder Lane, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Alex_Gaskarth,"""All Time Low's Alex Gaskarth talks 'Future ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Alex_Gaskarth,"""All Time Low's Alex Gaskarth and friends ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Alex_Gaskarth,"""Alex Gaskarth and Jack Barakat to run ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,John_Cage,"Heidegger's Hölderlin and John Cage, www.arte-fact.org
Eldred, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,John_Cage,"Guide to the John Cage Mycology Collection
Silence/Stories: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,John_Cage,"John Cage on IMDb
Artist Biography and a ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,John_Cage,"Ross, Alex, ""Searching for Silence: John Cage's ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Alice_Cooper,"""The classic Alice Cooper group lineup consisted of ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Alice_Cooper,"""Alice Cooper appeared at the Woodstock-esque Strawberry ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Buddy_Holly,"In 2015, McLean wrote, ""Buddy Holly would ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Janis_Joplin,"""Janis Joplin: How She Became a Music ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Francis_Scott_Key,"Francis Scott Key Middle School in Houston, Texas
Francis ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Tony_Lucca,"Your basic record business 101 really...""
Tony Lucca ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Jim_Morrison,"Anchor Press ISBN 0-375-71367-0
Stephen Davis, Jim Morrison: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Jim_Morrison,"The man ""Who turned Jim Morrison into ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Tony_Rice,"""The authorized biography of Tony Rice, titled ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,P._T._Barnum,"He established ""P. T. Barnum's Grand Traveling Museum, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,P._T._Barnum,"He established ""P. T. Barnum's Grand Traveling Museum, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,P._T._Barnum,"It went through various names: ""P. T. Barnum's ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,P._T._Barnum,"""P. T. Barnum and the Popularization of Natural ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Samuel_Insull,"ISBN 978-1-4039-6884-5.CS1 maint: ref=harv
""Historic Figures: Samuel ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Matthew_Laflin,"1908
Fountain Spring House Hotel Matthew Laflin, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Edward_Lamb,"""Edward Lamb is Dead at 84; Millionaire ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,J._P._Morgan,Newspaper clippings about  J. P. Morgan in ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Samuel_Slater,"(Slater Study Group) ""Samuel Slater - ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Martha_Washington,"""Martha Washington also socialized with the wives ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Martha_Jefferson,"Martha Jefferson at Find a Grave
""Martha Jefferson"", ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Dolley_Madison,"by Paul Jennings
The Dolley Madison Project – ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Margaret_Taylor,"Margaret Taylor
Margaret Taylor at C-SPAN's First Ladies: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Lucy_Hayes,"""Lucy Hayes was the first wife of ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Edith_Wilson,"Edith Wilson later wrote: ""I studied every ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Edith_Wilson,"Markel has opined that Edith Wilson ""was, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Eleanor_Roosevelt,"""The Eleanor Roosevelt Monument in New York's ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Eleanor_Roosevelt,"""Eleanor Roosevelt High School, a public magnet ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Eleanor_Roosevelt,"(Her 1937 autobiography)
Eleanor Roosevelt The History ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Eleanor_Roosevelt,Newspaper clippings about  Eleanor Roosevelt in ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Betty_Ford,"Tobin, Leesa E.  ""Betty Ford as ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Rosalynn_Carter,"""Rosalynn Carter served as an active honorary ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Barbara_Bush,"""BARBARA BUSH: A MEMOIR/Life after White ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Barbara_Bush,"Commencement Address at Wellesley
[*Barbara Bush Foundation for ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Hillary_Clinton,"Appearances on C-SPAN
Hillary Clinton's file at ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Samuel_Adams,"Samuel Adams Heritage Society
Works by Samuel Adams ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Harry_F._Byrd,"Library of Virginia, Harry F. Byrd webpage
Federal Highway Administration ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,John_Chafee,"""John Chafee proved that politics can be ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Alfred_H._Colquitt,"""Newspaper clipping about Alfred H. Colquitt published March ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Alfred_H._Colquitt,"Alfred Holt Colquitt historical marker
Alfred H. Colquitt, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Samuel_Elbert,"""Samuel Elbert contributed as much as any ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Samuel_Elbert,"CS1 maint: location
""Order book of Samuel ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Edward_Everett,"""A Scholar Meets John Bull: Edward Everett ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Button_Gwinnett,"Biography of   Button Gwinnett
Georgia Signers ",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Button_Gwinnett,"Charles A. Goodrich, 1856
Button Gwinnett at ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,James_Henry_Hammond,"Cotton is King speech before Congress
James Henry Hammond ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Patrick_Henry,"ISBN 0-07-004280-2
Jewett, Thomas, Patrick Henry: America's Radical ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Abner_Nash,"""Presentation of portrait of Governor Abner ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Wilson_Cary_Nicholas,"Wilson Cary Nicholas at Find a GraveArchival Records

A ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Aaron_Ogden,"Retrieved on 2009-02-26
Biography of Aaron Ogden, New ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Francis_Wilkinson_Pickens,"SCIway Biography of Francis Wilkinson Pickens
NGA Biography ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,William_Plumer,"William Plumer at Find a Grave
William Plumer ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,George_W._Romney,The  George W. Romney Volunteer Center itself ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,John_Rutledge,"NGA Biography of John Rutledge
John Rutledge at ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Heber_Manning_Wells,"Heber Manning Wells at National Governors Association
Heber Manning Wells at ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Susan_B._Anthony,"Debs, Eugene V. ""Susan B. Anthony: Pioneer of ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Susan_B._Anthony,"""Marching with Aunt Susan: Susan B. Anthony and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Clara_Barton,"""Clara Barton's 1898 battles in Cuba: a ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Clara_Barton,"Works by Clara Barton at Project Gutenberg
Works ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Elizabeth_Fones,Elizabeth Fones Winthrop Feake Hallett  was ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Pat_Garrett,"McCubbin, Robert G. ""Pat Garrett at His ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Pat_Garrett,"""Pat Garrett Tells 'How I Killed Billy ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Elizabeth_Short,"Elizabeth Short, known posthumously as the ""Black ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,May_Anderson,"Mary R. Jack, ""May Anderson: A Friend ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Joseph_Fielding,"Pages: Joseph Fielding Smith
Works by Joseph Fielding Smith ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Heber_C._Kimball,"Pages: Heber C. Kimball
On the Potter's Wheel: The ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Christopher_Layton,"Christopher Layton at Find a Grave
McIntyre, Myron ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Brigham_Henry_Roberts,"Works by Brigham Henry Roberts at Project Gutenberg
Works ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Joseph_F._Smith,"Pages: Joseph F. Smith
Joseph F. Smith passport application ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Vannevar_Bush,"""1995 MIT / Brown U. Vannevar ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,George_Eastman,George Eastman  was an American entrepreneur who ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,George_Eastman,"""The George Eastman Museum has been designated ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Thomas_Edison,"Thomas Edison on IMDb
""January 4, 1903: Edison ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Thomas_Edison,Newspaper clippings about  Thomas Edison in ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Jimmy_Wales,"""The birth of Wikipedia – Jimmy ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Eli_Whitney,"The Eli Whitney Students Program,  Yale ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Tina_Brown,"Appearances on C-SPAN
Tina Brown on Charlie ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Jane_Cunningham_Croly,"Memories of Jane Cunningham Croly - ""Jenny ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Chris_Hedges,"Chris Hedges   on Charlie Rose
""Capitalism's ",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Chris_Hedges,"Columns by Chris Hedges at Truthdig
The Myth ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Rachel_Maddow,"""Rachel Maddow on Skinhead Protests, AIDS Activism, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Benedict_Arnold,"""Fictional invocations of Benedict Arnold's name carry ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Edward_Dickinson_Baker,"In Memory: Senator Edward Dickinson Baker
Oregon Civil War ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,John_C._Breckinridge,"A resolution stating ""Whereas John C. Breckinridge, a ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,John_C._Breckinridge,"John C. Breckinridge, Democratic nominee for president : ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,John_Buford,"""John Buford died at 2 p.m., December ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Henry_L._Hulbert,"""Pvt Henry L. Hulbert, Medal of Honor, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Stonewall_Jackson,"Stonewall Jackson at Find a Grave
Stonewall Jackson ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Joseph_E._Johnston,"""'The Responsibility Is Great': Joseph E. Johnston and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Robert_E._Lee,"""Robert E. Lee and the Western Confederacy: A ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Robert_F._Stockton,"Brockmann, R. John,  Commodore Robert F. Stockton, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Abraham_Whipple,"Wallace wrote, ""You Abraham Whipple on June ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Dean_Acheson,"(1993)
McLellan, David S. Dean Acheson: The ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Calvin_Coolidge,"""Calvin Coolidge and Race: His Record in ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
