dominio,categoria,entita,prompt,ha_doppio_spazio,spazio_prima_punteggiatura,ha_spazio_iniziale,parentesi_round_sbilanciate,parentesi_quadre_sbilanciate,virgolette_sbilanciate
race,European_Americans,Ted_DiBiase,"]At the Royal Rumble, Ted DiBiase and ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Evel_Knievel,"""Evel ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Evel_Knievel,"""Evel Knievel; All-American motorcycle daredevil who thrilled ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Evel_Knievel,"""Evel Knievel: Motorcycle daredevil famed for ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Evel_Knievel,"""Evel Knievel, 69, Daredevil on a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Thomas_Eakins,"Canaday, John: Thomas Eakins; ""Familiar truths in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Thomas_Eakins,"ISBN 0-87633-047-2
Sullivan, Mark W.  ""Thomas Eakins ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Winslow_Homer,"One critic wrote, ""Winslow Homer is one of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Grandma_Moses,"Her 100th birthday was proclaimed ""Grandma Moses ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Frederic_Remington,"""Frederic Remington was also a cousin to ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Frederic_Remington,"""Painting the Legend: Frederic Remington and the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Frederic_Remington,"""The geographical imagination of Frederic Remington: the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Singer_Sargent,"Promey, Sally M.  ""John Singer Sargent's Triumph ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Singer_Sargent,[ John Singer Sargent's Alpine Sketchbooks: a young ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,Thomas_Sully,"Thomas Sully at Find a Grave
""Washington's Crossing ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Wilkes_Booth,"""John Wilkes Booth: The Story of Abraham Lincoln's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Wilkes_Booth,"""Hunt for Abraham Lincoln's Assassin, John Wilkes ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jesse_James,"""Jesse James and the Civil War in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Lee_Harvey_Oswald,"""A Study of Lee Harvey Oswald: Psychological ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Glenn,"GOP chairman Robert Bennett said, ""John Glenn ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Clyde_Tombaugh,"""Clyde Tombaugh Astronomer who discovered the Solar System's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Hugh_Hefner,"""Brigitte Berman's documentary Hugh Hefner: Playboy, Activist ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Christopher_Reeve,"– Newsweek
""Christopher Reeve has become an instant ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Christopher_Reeve,"Of Christopher Reeve, UC Irvine said, ""in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Lucille_Ball,"""Lucille Ball, Spirited Doyenne Of TV ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Lucille_Ball,"Lucille Ball and several other actors participate
""Wanda ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Ethel_Barrymore,"""Ethel Barrymore married Russell Griswold Colt on ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Ethel_Barrymore,"of South Carolina)
Ethel Barrymore - ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Constance_Bennett,"In 1958, she hosted ""The Constance Bennett ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Humphrey_Bogart,"Heywood Broun, reviewing Nerves, wrote: ""Humphrey Bogart ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Louise_Brooks,"""Louise Brooks is the femme appeal with ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Carradine,"""When John Carradine married Doris Grimshaw in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Lily_Collins,"Another critic stated that ""Lily Collins does ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Gary_Cooper,"Chris Pratt""Gary Cooper was a phenomenon—his ability to ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Ted_Danson,"""Ted Danson and Zach Galifianakis: Broadway ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Shannon_Elizabeth,"Shannon Elizabeth FadalSeptember 7, 1973) is an ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Sean_Patrick_Flanery,"Sean Patrick Flanery  is an American actor, ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Jane_Fonda,"Fonda said, ""The image of Jane Fonda, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Greer_Garson,Eileen Evelyn Greer Garson  was a ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Rondo_Hatton,"Kiss book ""Rondo Hatton: Beauty Within the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Mary_Tyler_Moore,"""Remembering Mary Tyler Moore, The Smart, Comic Actress ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,David_Oyelowo,"AudioFile magazine stated: ""Think of David ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Mary_Pickford,"""Preserving Pickford: The Mary Pickford Collection and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Burt_Reynolds,"""Burt Reynolds Isn't Broke, but He's Got ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Peter_Sarsgaard,"""Q&A - Peter Sarsgaard Caught in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Sharon_Stone,"New York Magazine remarked: ""Sharon Stone, playing ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Dennis_Weaver,"""Dennis Weaver, 81; Star ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Raquel_Welch,"He would become Raquel Welch"".Her looks and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Raquel_Welch,"Hugh Hefner later wrote, ""Raquel Welch, one of the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Robin_Williams,"""Robin Williams set up a 3-part trust ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Mary_Elizabeth_Winstead,"(""Mary Elizabeth Winstead Wears an A-Line Skirt and ",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
race,European_Americans,Natalie_Clifford_Barney,"""The Trouble with Heroines: Natalie Clifford Barney and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,William_Cullen_Bryant,"William Cullen Bryant described their relationship: ""If I ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,William_Cullen_Bryant,William Cullen Bryant: a biographical sketch : with ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,J._Smeaton_Chase,"""J. Smeaton Chase: Early California Bookmaker and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Stephen_Crane,"""Stephen Crane, Literary-Reporter: Commonplace Experience and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Stephen_Crane,"""Book Review, Stephen Crane: A Life of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,William_Faulkner,William Faulkner in Venice : proceedings of ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Joseph_Gales,"""Winifred and Joseph Gales, Liberals in the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Joseph_Gales,"""Joseph Gales on the War Manifesto of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Nathaniel_Hawthorne,"Ralph Waldo Emerson wrote, ""Nathaniel Hawthorne's reputation ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Nathaniel_Hawthorne,"""Elizabeth Stuart Phelps, Nathaniel Hawthorne, and the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Thomas_S._Hinde,"Thomas S. Hinde was said to be, ""...exceedingly ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Thomas_S._Hinde,"Hinde, Thomas S. ""Reminiscences of Thomas S. ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Agnes_Newton_Keith,"""A Portrait of Agnes Newton Keith: Noted Author, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Helen_Keller,"(1998)  Helen Keller, Public Speaker: Sightless ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Helen_Keller,Newspaper clippings about  Helen Keller in ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Jack_London,"""The historian Dale L. Walker commented:

Jack London ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jack_London,"The court ruled that ""Jack London's... 'definition ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jack_London,"""The Life of Jack London as ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jack_London,"'The Jack London Online Collection

""Jack London's death ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jack_London,"""Running with the Wolves: Jack London, the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jack_London,"Jack London Personal Manuscripts
""The Life and Legacy of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Robert_Lowell,"In her essay ""Robert Lowell's Last ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Edgar_Allan_Poe,"The piece began, ""Edgar Allan Poe is ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Edgar_Allan_Poe,"""Edgar Allan Poe in France: Baudelaire's Labor ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Edgar_Allan_Poe,"""Edgar Allan Poe's first book from 1827 sells ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Edgar_Allan_Poe,"), The Cambridge Companion to Edgar Allan Poe, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Katherine_Anne_Porter,"""Katherine Anne Porter, The Art of Fiction ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Mark_Twain,"Johnson's; music"" and signed it ""Mark Twain"".His ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Robert_Penn_Warren,"""Robert Penn Warren, The Art of Fiction ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alex_Gaskarth,"""All Time Low's Alex Gaskarth talks 'Future ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alex_Gaskarth,"""All Time Low's Alex Gaskarth and friends ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alex_Gaskarth,"""Alex Gaskarth and Jack Barakat to run ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Cage,"Ross, Alex, ""Searching for Silence: John Cage's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alice_Cooper,"""The classic Alice Cooper group lineup consisted of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alice_Cooper,"""Alice Cooper appeared at the Woodstock-esque Strawberry ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Buddy_Holly,"In 2015, McLean wrote, ""Buddy Holly would ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Janis_Joplin,"""Janis Joplin: How She Became a Music ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Tony_Lucca,"Your basic record business 101 really...""
Tony Lucca ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jim_Morrison,"The man ""Who turned Jim Morrison into ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Tony_Rice,"""The authorized biography of Tony Rice, titled ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,P._T._Barnum,"He established ""P. T. Barnum's Grand Traveling Museum, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,P._T._Barnum,"He established ""P. T. Barnum's Grand Traveling Museum, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,P._T._Barnum,"It went through various names: ""P. T. Barnum's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,P._T._Barnum,"""P. T. Barnum and the Popularization of Natural ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Samuel_Insull,"ISBN 978-1-4039-6884-5.CS1 maint: ref=harv
""Historic Figures: Samuel ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Edward_Lamb,"""Edward Lamb is Dead at 84; Millionaire ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,J._P._Morgan,Newspaper clippings about  J. P. Morgan in ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Samuel_Slater,"(Slater Study Group) ""Samuel Slater - ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Martha_Washington,"""Martha Washington also socialized with the wives ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Lucy_Hayes,"""Lucy Hayes was the first wife of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Edith_Wilson,"Edith Wilson later wrote: ""I studied every ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Edith_Wilson,"Markel has opined that Edith Wilson ""was, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Eleanor_Roosevelt,"""The Eleanor Roosevelt Monument in New York's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Eleanor_Roosevelt,"""Eleanor Roosevelt High School, a public magnet ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Eleanor_Roosevelt,Newspaper clippings about  Eleanor Roosevelt in ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Betty_Ford,"Tobin, Leesa E.  ""Betty Ford as ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Rosalynn_Carter,"""Rosalynn Carter served as an active honorary ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Barbara_Bush,"""BARBARA BUSH: A MEMOIR/Life after White ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Barbara_Bush,"Commencement Address at Wellesley
[*Barbara Bush Foundation for ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,European_Americans,John_Chafee,"""John Chafee proved that politics can be ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alfred_H._Colquitt,"""Newspaper clipping about Alfred H. Colquitt published March ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Samuel_Elbert,"""Samuel Elbert contributed as much as any ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Samuel_Elbert,"CS1 maint: location
""Order book of Samuel ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Edward_Everett,"""A Scholar Meets John Bull: Edward Everett ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Button_Gwinnett,"Biography of   Button Gwinnett
Georgia Signers ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Abner_Nash,"""Presentation of portrait of Governor Abner ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,George_W._Romney,The  George W. Romney Volunteer Center itself ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Susan_B._Anthony,"Debs, Eugene V. ""Susan B. Anthony: Pioneer of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Susan_B._Anthony,"""Marching with Aunt Susan: Susan B. Anthony and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Clara_Barton,"""Clara Barton's 1898 battles in Cuba: a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Elizabeth_Fones,Elizabeth Fones Winthrop Feake Hallett  was ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Pat_Garrett,"McCubbin, Robert G. ""Pat Garrett at His ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Pat_Garrett,"""Pat Garrett Tells 'How I Killed Billy ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Elizabeth_Short,"Elizabeth Short, known posthumously as the ""Black ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,May_Anderson,"Mary R. Jack, ""May Anderson: A Friend ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Vannevar_Bush,"""1995 MIT / Brown U. Vannevar ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,George_Eastman,George Eastman  was an American entrepreneur who ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,George_Eastman,"""The George Eastman Museum has been designated ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Thomas_Edison,"Thomas Edison on IMDb
""January 4, 1903: Edison ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Thomas_Edison,Newspaper clippings about  Thomas Edison in ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Jimmy_Wales,"""The birth of Wikipedia – Jimmy ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Eli_Whitney,"The Eli Whitney Students Program,  Yale ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Jane_Cunningham_Croly,"Memories of Jane Cunningham Croly - ""Jenny ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Chris_Hedges,"Chris Hedges   on Charlie Rose
""Capitalism's ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Rachel_Maddow,"""Rachel Maddow on Skinhead Protests, AIDS Activism, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Benedict_Arnold,"""Fictional invocations of Benedict Arnold's name carry ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_C._Breckinridge,"A resolution stating ""Whereas John C. Breckinridge, a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_C._Breckinridge,"John C. Breckinridge, Democratic nominee for president : ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,John_Buford,"""John Buford died at 2 p.m., December ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Henry_L._Hulbert,"""Pvt Henry L. Hulbert, Medal of Honor, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Joseph_E._Johnston,"""'The Responsibility Is Great': Joseph E. Johnston and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Robert_E._Lee,"""Robert E. Lee and the Western Confederacy: A ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Robert_F._Stockton,"Brockmann, R. John,  Commodore Robert F. Stockton, ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Abraham_Whipple,"Wallace wrote, ""You Abraham Whipple on June ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Calvin_Coolidge,"""Calvin Coolidge and Race: His Record in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Calvin_Coolidge,"Fuess, Claude M., ""Calvin Coolidge - Twenty ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Benjamin_Franklin,"""Benjamin Franklin's Plans for a Colonial Union, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Benjamin_Franklin,"""Benjamin Franklin's Vision of a Republican Political ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Benjamin_Franklin,"""When Words Fail: William Pitt, Benjamin ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Benjamin_Franklin,"""Fart Proudly: Writings of Benjamin Franklin You ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,George_Mason,"Justice Sandra Day O'Connor agreed, ""George Mason's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Caspar_Weinberger,"""Caspar Weinberger: Beware of an 'All-Pervasive' ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Caspar_Weinberger,"""Beyond Cap the Foil: Caspar Weinberger And ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Thomas_Jefferson,Newspaper clippings about  Thomas Jefferson in ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,James_Madison,"The treaty began with ""James Madison, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,William_Henry_Harrison,"He then announced: ""William Henry Harrison, President of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Ann_Dunham,Ann Dunham's legacy : a collection of ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Anne_Hutchinson,"online free
Bremer,  Francis J. Anne Hutchinson, ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Anna_Howard_Shaw,"""The Anna Howard Shaw Center at Boston University ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Anna_Howard_Shaw,"""The Anna Howard Shaw Junior High School built ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Ellen_G._White,"Additional authors have stated ""Ellen G. White has ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Freeman_Dyson,"""Freeman Dyson: 'I kept quiet for thirty ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Charles_Horace_Mayo,"""The Doctors William James and Charles Horace ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Max_Baucus,"The article, entitled ""Max Baucus's Fish Sense ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Bob_Dole,"Democratic Senator John Kerry explained: ""Bob Dole ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Bob_Dole,"""Work, Laughter and Tears: Bob Dole's Childhood, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Kerry,"""Cumulatively, John Kerry has done as much ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Kerry,"""; John Kerry and Lawrence Eagleburger tied ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Kerry,"""Statement of John Kerry, Vietnam Veterans Against ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Lawrence_C._Phipps,"""Colorado Crusader and Western Conservative: Lawrence C. ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Rob_Portman,"In ""Why Rob Portman Will Be Romney's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Robert_Toombs,"The Life of Robert Toombs,  a ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Robert_Toombs,"""The Correspondence of Robert Toombs, Alexander H. ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Elizabeth_Warren,"""The virtual candidate: Elizabeth Warren isn't running, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Elizabeth_Warren,"""Elizabeth Warren Introducing a Bill That Would ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Andre_Agassi,"""In September 2013, the Andre Agassi Foundation ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Bob_Boone,"""Bob Boone: He Helps Keep Pitchers Within ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,George_Moorhouse,George Moorhouse  was the first native ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Tim_Tebow,"The segment was titled ""Tim Tebow: The ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Oliver_Wendell_Holmes_Jr.,"""Oliver Wendell Holmes Jr. – A digital suite by ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Marshall,"""Defining the Office: John Marshall as Chief ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Charles_G._Dawes,Newspaper clippings about  Charles G. Dawes in ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,John_Nance_Garner,"""John Nance Garner and the Sales Tax ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Henry_A._Wallace,Newspaper clippings about  Henry A. Wallace in ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Luigi_Galleani,": Selected Writings Of Luigi Galleani
""The Principal ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Mario_J._Ciampi,"""San Francisco architect Mario J. Ciampi's two schools, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Paolo_Soleri,"""Paolo Soleri Fabbrica di ceramica a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Ivan_Brunetti,"""Ivan Brunetti Explains His Art in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Buscema,"""Beautifully drawn by John Buscema, this comic ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Buscema,""", by Stan Lee, John Buscema, and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Bob_Montana,"Bob Montana Papers at Syracuse University
""Who's Who ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Don_Rosa,"– Don Rosa in 1987
""Don Rosa has ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
