"domain","subject","alias","replacement","source","enabled","review_reason"
"race","Maxine_Hong_Kingston","Maxine Hong Kingston","Person","subject_label",TRUE,
"race","Jean_Kwok","Jean Kwok","Person","subject_label",TRUE,
"race","Jhumpa_Lahiri","Jhumpa Lahiri","Person","subject_label",TRUE,
"race","Bette_Bao_Lord","Bette Bao Lord","Person","subject_label",TRUE,
"race","David_Wong_Louie","David Wong Louie","Person","subject_label",TRUE,
"race","Nick_Manabat","Nick Manabat","Person","subject_label",TRUE,
"race","Gary_R._Mar","Gary R. Mar","Person","subject_label",TRUE,
"race","Kenn_Navarro","Kenn Navarro","Person","subject_label",TRUE,
"race","Aimee_Nezhukumatathil","Aimee Nezhukumatathil","Person","subject_label",TRUE,
"race","Han_Ong","Han Ong","Person","subject_label",TRUE,
"race","Linda_Sue_Park","Linda Sue Park","Person","subject_label",TRUE,
"race","Albert_Saijo","Albert Saijo","Person","subject_label",TRUE,
"race","T._K._Seung","T. K. Seung","Person","subject_label",TRUE,
"race","Kamila_Shamsie","Kamila Shamsie","Person","subject_label",TRUE,
"race","Amy_Tan","Amy Tan","Person","subject_label",TRUE,
"race","Romeo_Tanghal","Romeo Tanghal","Person","subject_label",TRUE,
"race","Bryan_Thao_Worra","Bryan Thao Worra","Person","subject_label",TRUE,
"race","Abraham_Verghese","Abraham Verghese","Person","subject_label",TRUE,
"race","Jade_Snow_Wong","Jade Snow Wong","Person","subject_label",TRUE,
"race","Timothy_C._Wong","Timothy C. Wong","Person","subject_label",TRUE,
"race","Judy_Yung","Judy Yung","Person","subject_label",TRUE,
"race","Leandro_Aragoncillo","Leandro Aragoncillo","Person","subject_label",TRUE,
"race","Jose_Calugas","Jose Calugas","Person","subject_label",TRUE,
"race","Joseph_Caravalho","Joseph Caravalho","Person","subject_label",TRUE,
"race","Ming_Chang","Ming Chang","Person","subject_label",TRUE,
"race","Dan_Choi","Dan Choi","Person","subject_label",TRUE,
"race","David_S._C._Chu","David S. C. Chu","Person","subject_label",TRUE,
"race","Susan_Ahn_Cuddy","Susan Ahn Cuddy","Person","subject_label",TRUE,
"race","John_Fugh","John Fugh","Person","subject_label",TRUE,
"race","Mikio_Hasemoto","Mikio Hasemoto","Person","subject_label",TRUE,
"race","Shizuya_Hayashi","Shizuya Hayashi","Person","subject_label",TRUE,
"race","Oscar_Hilman","Oscar Hilman","Person","subject_label",TRUE,
"race","Daniel_Inouye","Daniel Inouye","Person","subject_label",TRUE,
"race","Terry_Teruo_Kawamura","Terry Teruo Kawamura","Person","subject_label",TRUE,
"race","Andrew_Kim","Andrew Kim","Person","subject_label",TRUE,
"race","Yeiki_Kobashigawa","Yeiki Kobashigawa","Person","subject_label",TRUE,
"race","Wah_Kau_Kong","Wah Kau Kong","Person","subject_label",TRUE,
"race","Alice_K._Kurashige","Alice K. Kurashige","Person","subject_label",TRUE,
"race","Ben_Kuroki","Ben Kuroki","Person","subject_label",TRUE,
"race","Hazel_Ying_Lee","Hazel Ying Lee","Person","subject_label",TRUE,
"race","Susan_K._Mashiko","Susan K. Mashiko","Person","subject_label",TRUE,
"race","Spark_Matsunaga","Spark Matsunaga","Person","subject_label",TRUE,
"race","Hiroshi_Miyamura","Hiroshi Miyamura","Person","subject_label",TRUE,
"race","Kenneth_P._Moritsugu","Kenneth P. Moritsugu","Person","subject_label",TRUE,
"race","Sadao_Munemori","Sadao Munemori","Person","subject_label",TRUE,
"race","Kiyoshi_K._Muranaga","Kiyoshi K. Muranaga","Person","subject_label",TRUE,
"race","Michael_K._Nagata","Michael K. Nagata","Person","subject_label",TRUE,
"race","Masato_Nakae","Masato Nakae","Person","subject_label",TRUE,
"race","Joe_M._Nishimoto","Joe M. Nishimoto","Person","subject_label",TRUE,
"race","James_K._Okubo","James K. Okubo","Person","subject_label",TRUE,
"race","Frank_H._Ono","Frank H. Ono","Person","subject_label",TRUE,
"race","Kazuo_Otani","Kazuo Otani","Person","subject_label",TRUE,
"race","Joe_Roche","Joe Roche","Person","subject_label",TRUE,
"race","Elmelindo_Rodrigues_Smith","Elmelindo Rodrigues Smith","Person","subject_label",TRUE,
"race","Edward_Soriano","Edward Soriano","Person","subject_label",TRUE,
"race","Ramon_S._Subejano","Ramon S. Subejano","Person","subject_label",TRUE,
"race","Benigno_G._Tabora","Benigno G. Tabora","Person","subject_label",TRUE,
"race","Sue_Mi_Terry","Sue Mi Terry","Person","subject_label",TRUE,
"race","Bhagat_Singh_Thind","Bhagat Singh Thind","Person","subject_label",TRUE,
"race","Ehren_Watada","Ehren Watada","Person","subject_label",TRUE,
"race","Mun_Charn_Wong","Mun Charn Wong","Person","subject_label",TRUE,
"race","James_Yee","James Yee","Person","subject_label",TRUE,
"race","John_C._Young","John C. Young","Person","subject_label",TRUE,
"race","Ma_Hongkui","Ma Hongkui","Person","subject_label",TRUE,
"race","Vang_Pao","Vang Pao","Person","subject_label",TRUE,
"race","Ngo_Quang_Truong","Ngo Quang Truong","Person","subject_label",TRUE,
"race","Guy_Aoki","Guy Aoki","Person","subject_label",TRUE,
"race","Cher_Calvin","Cher Calvin","Person","subject_label",TRUE,
"race","Connie_Chung","Connie Chung","Person","subject_label",TRUE,
"race","Ann_Curry","Ann Curry","Person","subject_label",TRUE,
"race","Veronica_De_La_Cruz","Veronica De La Cruz","Person","subject_label",TRUE,
"race","Dr._Sanjay_Gupta","Dr. Sanjay Gupta","Person","subject_label",TRUE,
"race","Joseph_Heco","Joseph Heco","Person","subject_label",TRUE,
"race","Philip_Jaisohn","Philip Jaisohn","Person","subject_label",TRUE,
"race","Michiko_Kakutani","Michiko Kakutani","Person","subject_label",TRUE,
"race","Gobind_Behari_Lal","Gobind Behari Lal","Person","subject_label",TRUE,
"race","Euna_Lee","Euna Lee","Person","subject_label",TRUE,
"race","Carol_Lin","Carol Lin","Person","subject_label",TRUE,
"race","Richard_Lui","Richard Lui","Person","subject_label",TRUE,
"race","Michelle_Malkin","Michelle Malkin","Person","subject_label",TRUE,
"race","Kent_Ninomiya","Kent Ninomiya","Person","subject_label",TRUE,
"race","Aneesh_Raman","Aneesh Raman","Person","subject_label",TRUE,
"race","Sharon_Tay","Sharon Tay","Person","subject_label",TRUE,
"race","Stephanie_Trong","Stephanie Trong","Person","subject_label",TRUE,
"race","Ali_Velshi","Ali Velshi","Person","subject_label",TRUE,
"race","Zain_Verjee","Zain Verjee","Person","subject_label",TRUE,
"race","Michael_Yamashita","Michael Yamashita","Person","subject_label",TRUE,
"race","Anthony_Yuen","Anthony Yuen","Person","subject_label",TRUE,
"race","Fareed_Zakaria","Fareed Zakaria","Person","subject_label",TRUE,
"race","Fareed_Zakaria_GPS","Fareed Zakaria GPS","Person","subject_label",TRUE,
"race","Tammy_Duckworth","Tammy Duckworth","Person","subject_label",TRUE,
"race","George_Ariyoshi","George Ariyoshi","Person","subject_label",TRUE,
"race","Larry_Asera","Larry Asera","Person","subject_label",TRUE,
"race","Thelma_Buchholdt","Thelma Buchholdt","Person","subject_label",TRUE,
"race","George_W._Bush","George W. Bush","Person","subject_label",TRUE,
"race","Ronald_Reagan","Ronald Reagan","Person","subject_label",TRUE,
"race","Steven_Chu","Steven Chu","Person","subject_label",TRUE,
"race","Sada_Cumber","Sada Cumber","Person","subject_label",TRUE,
"race","Colleen_Hanabusa","Colleen Hanabusa","Person","subject_label",TRUE,
"race","Foung_Hawj","Foung Hawj","Person","subject_label",TRUE,
"race","David_Ige","David Ige","Person","subject_label",TRUE,
"race","Padma_Kuppa","Padma Kuppa","Person","subject_label",TRUE,
"race","Ted_Lieu","Ted Lieu","Person","subject_label",TRUE,
"race","Doris_Matsui","Doris Matsui","Person","subject_label",TRUE,
"race","Jimmy_Meng","Jimmy Meng","Person","subject_label",TRUE,
"race","Aruna_Miller","Aruna Miller","Person","subject_label",TRUE,
"race","Bill_Clinton","Bill Clinton","Person","subject_label",TRUE,
"race","Dalip_Singh_Saund","Dalip Singh Saund","Person","subject_label",TRUE,
"race","Sichan_Siv","Sichan Siv","Person","subject_label",TRUE,
"race","Hubert_Vo","Hubert Vo","Person","subject_label",TRUE,
"race","David_Wu","David Wu","Person","subject_label",TRUE,
"race","Michelle_Wu","Michelle Wu","Person","subject_label",TRUE,
"race","Kimberly_Yee","Kimberly Yee","Person","subject_label",TRUE,
"race","Randolph_Roque_Calvo","Randolph Roque Calvo","Person","subject_label",TRUE,
"race","Francis_Chan","Francis Chan","Person","subject_label",TRUE,
"race","Seyoon_Kim","Seyoon Kim","Person","subject_label",TRUE,
"race","Sang_Hyun_Lee","Sang Hyun Lee","Person","subject_label",TRUE,
"race","Peter_C._Phan","Peter C. Phan","Person","subject_label",TRUE,
"race","Amos_Yong","Amos Yong","Person","subject_label",TRUE,
"race","Subrahmanyan_Chandrasekhar","Subrahmanyan Chandrasekhar","Person","subject_label",TRUE,
"race","Wolf_Prize","Wolf Prize","Person","subject_label",TRUE,
"race","Shuji_Nakamura","Shuji Nakamura","Person","subject_label",TRUE,
"race","Yoichiro_Nambu","Yoichiro Nambu","Person","subject_label",TRUE,
"race","Roger_Y._Tsien","Roger Y. Tsien","Person","subject_label",TRUE,
"race","Daniel_Tsui","Daniel Tsui","Person","subject_label",TRUE,
"race","Chen_Ning_Yang","Chen Ning Yang","Person","subject_label",TRUE,
"race","Leroy_Chiao","Leroy Chiao","Person","subject_label",TRUE,
"race","Ed_Lu","Ed Lu","Person","subject_label",TRUE,
"race","Kalpana_Chawla","Kalpana Chawla","Person","subject_label",TRUE,
"race","Daniel_M._Tani","Daniel M. Tani","Person","subject_label",TRUE,
"race","Michael_Chang","Michael Chang","Person","subject_label",TRUE,
"race","Nathan_Chen","Nathan Chen","Person","subject_label",TRUE,
"race","Brandon_Chillar","Brandon Chillar","Person","subject_label",TRUE,
"race","Tiffany_Chin","Tiffany Chin","Person","subject_label",TRUE,
"race","Simon_Cho","Simon Cho","Person","subject_label",TRUE,
"race","Bryan_Clay","Bryan Clay","Person","subject_label",TRUE,
"race","Tim_Cone","Tim Cone","Person","subject_label",TRUE,
"race","Johnny_Damon","Johnny Damon","Person","subject_label",TRUE,
"race","Miki_Gorman","Miki Gorman","Person","subject_label",TRUE,
"race","Boston_Marathon","Boston Marathon","Person","subject_label",TRUE,
"race","Rena_Inoue","Rena Inoue","Person","subject_label",TRUE,
"race","Michelle_Kwan","Michelle Kwan","Person","subject_label",TRUE,
"race","Alexander_Massialas","Alexander Massialas","Person","subject_label",TRUE,
"race","Kalei_Mau","Kalei Mau","Person","subject_label",TRUE,
"race","Hikaru_Nakamura","Hikaru Nakamura","Person","subject_label",TRUE,
"race","Paeng_Nepomuceno","Paeng Nepomuceno","Person","subject_label",TRUE,
"race","Dat_Nguyen","Dat Nguyen","Person","subject_label",TRUE,
"race","Apolo_Anton_Ohno","Apolo Anton Ohno","Person","subject_label",TRUE,
"race","Yoshinobu_Oyakawa","Yoshinobu Oyakawa","Person","subject_label",TRUE,
"race","Rajeev_Ram","Rajeev Ram","Person","subject_label",TRUE,
"race","Harold_Sakata","Harold Sakata","Person","subject_label",TRUE,
"race","Alex_Shibutani","Alex Shibutani","Person","subject_label",TRUE,
"race","Dave_Shoji","Dave Shoji","Person","subject_label",TRUE,
"race","Kawika_Shoji","Kawika Shoji","Person","subject_label",TRUE,
"race","Sonya_Thomas","Sonya Thomas","Person","subject_label",TRUE,
"race","Buffalo_Bills","Buffalo Bills","Person","subject_label",TRUE,
"race","Mahershala_Ali","Mahershala Ali","Person","subject_label",TRUE,
"race","Ajiona_Alexus","Ajiona Alexus","Person","subject_label",TRUE,
"race","Khandi_Alexander","Khandi Alexander","Person","subject_label",TRUE,
"race","Ira_Aldridge","Ira Aldridge","Person","subject_label",TRUE,
"race","Debbie_Allen","Debbie Allen","Person","subject_label",TRUE,
"race","Anthony_Anderson","Anthony Anderson","Person","subject_label",TRUE,
"race","Maya_Angelou","Maya Angelou","Person","subject_label",TRUE,
"race","Margaret_Avery","Margaret Avery","Person","subject_label",TRUE,
"race","Rochelle_Aytes","Rochelle Aytes","Person","subject_label",TRUE,
"race","Jim_Brown","Jim Brown","Person","subject_label",TRUE,
"race","James_Baskett","James Baskett","Person","subject_label",TRUE,
"race","Roscoe_Lee_Browne","Roscoe Lee Browne","Person","subject_label",TRUE,
"race","Jennifer_Beals","Jennifer Beals","Person","subject_label",TRUE,
"race","Darryl_M._Bell","Darryl M. Bell","Person","subject_label",TRUE,
"race","Paul_Benjamin","Paul Benjamin","Person","subject_label",TRUE,
"race","Golden_Brooks","Golden Brooks","Person","subject_label",TRUE,
"race","Cocoa_Brown","Cocoa Brown","Person","subject_label",TRUE,
"race","Yvette_Nicole_Brown","Yvette Nicole Brown","Person","subject_label",TRUE,
"race","Roger_Aaron_Brown","Roger Aaron Brown","Person","subject_label",TRUE,
"race","Nick_Cannon","Nick Cannon","Person","subject_label",TRUE,
"race","Deon_Cole","Deon Cole","Person","subject_label",TRUE,
"race","Natalie_Cole","Natalie Cole","Person","subject_label",TRUE,
"race","Nat_King_Cole","Nat King Cole","Person","subject_label",TRUE,
"race","Monique_Coleman","Monique Coleman","Person","subject_label",TRUE,
"race","Alvin_Childress","Alvin Childress","Person","subject_label",TRUE,
"race","L._Scott_Caldwell","L. Scott Caldwell","Person","subject_label",TRUE,
"race","Cab_Calloway","Cab Calloway","Person","subject_label",TRUE,
"race","Vanessa_Bell_Calloway","Vanessa Bell Calloway","Person","subject_label",TRUE,
"race","Mariah_Carey","Mariah Carey","Person","subject_label",TRUE,
"race","Diahann_Carroll","Diahann Carroll","Person","subject_label",TRUE,
"race","Ray_Charles","Ray Charles","Person","subject_label",TRUE,
"race","Laverne_Cox","Laverne Cox","Person","subject_label",TRUE,
"race","Morris_Chestnut","Morris Chestnut","Person","subject_label",TRUE,
"race","Dr._Dre","Dr. Dre","Person","subject_label",TRUE,
"race","Teala_Dunn","Teala Dunn","Person","subject_label",TRUE,
"race","Charles_Michael_Davis","Charles Michael Davis","Person","subject_label",TRUE,
"race","Keith_David","Keith David","Person","subject_label",TRUE,
"race","Viola_Davis","Viola Davis","Person","subject_label",TRUE,
"race","LaVan_Davis","LaVan Davis","Person","subject_label",TRUE,
"race","Michael_Dorn","Michael Dorn","Person","subject_label",TRUE,
"race","Snoop_Dogg","Snoop Dogg","Person","subject_label",TRUE,
"race","Michael_Clarke_Duncan","Michael Clarke Duncan","Person","subject_label",TRUE,
"race","Loretta_Devine","Loretta Devine","Person","subject_label",TRUE,
"race","Ivan_Dixon","Ivan Dixon","Person","subject_label",TRUE,
"race","Sammy_Davis_Jr.","Sammy Davis Jr.","Person","subject_label",TRUE,
"race","Michael_Ealy","Michael Ealy","Person","subject_label",TRUE,
"race","Nelsan_Ellis","Nelsan Ellis","Person","subject_label",TRUE,
"race","Mike_Epps","Mike Epps","Person","subject_label",TRUE,
"race","David_Fagen","David Fagen","Person","subject_label",TRUE,
"race","Thomas_Mikal_Ford","Thomas Mikal Ford","Person","subject_label",TRUE,
"race","Ken_Foree","Ken Foree","Person","subject_label",TRUE,
"race","Jamie_Foxx","Jamie Foxx","Person","subject_label",TRUE,
"race","Morgan_Freeman","Morgan Freeman","Person","subject_label",TRUE,
"race","Roy_Glenn","Roy Glenn","Person","subject_label",TRUE,
"race","Robert_Guillaume","Robert Guillaume","Person","subject_label",TRUE,
"race","Marla_Gibbs","Marla Gibbs","Person","subject_label",TRUE,
"race","Tyrese_Gibson","Tyrese Gibson","Person","subject_label",TRUE,
"race","Lawrence_Gilliard_Jr.","Lawrence Gilliard Jr.","Person","subject_label",TRUE,
"race","Danny_Glover","Danny Glover","Person","subject_label",TRUE,
"race","Omar_Gooding","Omar Gooding","Person","subject_label",TRUE,
"race","Whoopi_Goldberg","Whoopi Goldberg","Person","subject_label",TRUE,
"race","Louis_Gossett_Jr.","Louis Gossett Jr.","Person","subject_label",TRUE,
"race","David_Alan_Grier","David Alan Grier","Person","subject_label",TRUE,
"race","Teresa_Graves","Teresa Graves","Person","subject_label",TRUE,
"race","Dick_Gregory","Dick Gregory","Person","subject_label",TRUE,
"race","Jasmine_Guy","Jasmine Guy","Person","subject_label",TRUE,
"race","Moses_Gunn","Moses Gunn","Person","subject_label",TRUE,
"race","Ernie_Hudson","Ernie Hudson","Person","subject_label",TRUE,
"race","Jennifer_Hudson","Jennifer Hudson","Person","subject_label",TRUE,
"race","Marques_Houston","Marques Houston","Person","subject_label",TRUE,
"race","Whitney_Houston","Whitney Houston","Person","subject_label",TRUE,
"race","Steve_Harvey","Steve Harvey","Person","subject_label",TRUE,
"race","Hill_Harper","Hill Harper","Person","subject_label",TRUE,
"race","Dorian_Harewood","Dorian Harewood","Person","subject_label",TRUE,
"race","Kadeem_Hardison","Kadeem Hardison","Person","subject_label",TRUE,
"race","Pooch_Hall","Pooch Hall","Person","subject_label",TRUE,
"race","Dennis_Haysbert","Dennis Haysbert","Person","subject_label",TRUE,
"race","Isaac_Hayes","Isaac Hayes","Person","subject_label",TRUE,
"race","William_Jackson_Harper","William Jackson Harper","Person","subject_label",TRUE,
"race","Robert_Hooks","Robert Hooks","Person","subject_label",TRUE,
"race","Gregory_Hines","Gregory Hines","Person","subject_label",TRUE,
"race","Janet_Jackson","Janet Jackson","Person","subject_label",TRUE,
"race","Jermaine_Jackson","Jermaine Jackson","Person","subject_label",TRUE,
"race","La_Toya_Jackson","La Toya Jackson","Person","subject_label",TRUE,
"race","Michael_Jackson","Michael Jackson","Person","subject_label",TRUE,
"race","Samuel_L._Jackson","Samuel L. Jackson","Person","subject_label",TRUE,
"race","Raymond_St._Jacques","Raymond St. Jacques","Person","subject_label",TRUE,
"race","Rashida_Jones","Rashida Jones","Person","subject_label",TRUE,
"race","Rafer_Johnson","Rafer Johnson","Person","subject_label",TRUE,
"race","Orlando_Jones","Orlando Jones","Person","subject_label",TRUE,
"race","Barry_Jenkins","Barry Jenkins","Person","subject_label",TRUE,
"race","Terrence_Jenkins","Terrence Jenkins","Person","subject_label",TRUE,
"race","R._Kelly","R. Kelly","Person","subject_label",TRUE,
"race","Malcolm_David_Kelley","Malcolm David Kelley","Person","subject_label",TRUE,
"race","Eartha_Kitt","Eartha Kitt","Person","subject_label",TRUE,
"race","Gladys_Knight","Gladys Knight","Person","subject_label",TRUE,
"race","Lenny_Kravitz","Lenny Kravitz","Person","subject_label",TRUE,
"race","Tina_Lifford","Tina Lifford","Person","subject_label",TRUE,
"race","Scott_Lawrence","Scott Lawrence","Person","subject_label",TRUE,
"race","Spike_Lee","Spike Lee","Person","subject_label",TRUE,
"race","John_Legend","John Legend","Person","subject_label",TRUE,
"race","Loni_Love","Loni Love","Person","subject_label",TRUE,
"race","China_Anne_McClain","China Anne McClain","Person","subject_label",TRUE,
"race","Marsai_Martin","Marsai Martin","Person","subject_label",TRUE,
"race","Draya_Michele","Draya Michele","Person","subject_label",TRUE,
"race","Prince_Harry","Prince Harry","Person","subject_label",TRUE,
"race","Anthony_Mackie","Anthony Mackie","Person","subject_label",TRUE,
"race","Charlie_Murphy","Charlie Murphy","Person","subject_label",TRUE,
"race","Eddie_Murphy","Eddie Murphy","Person","subject_label",TRUE,
"race","Tamela_Mann","Tamela Mann","Person","subject_label",TRUE,
"race","Juanita_Moore","Juanita Moore","Person","subject_label",TRUE,
"race","Nichelle_Nichols","Nichelle Nichols","Person","subject_label",TRUE,
"race","Maidie_Norman","Maidie Norman","Person","subject_label",TRUE,
"race","Keke_Palmer","Keke Palmer","Person","subject_label",TRUE,
"race","Allen_Payne","Allen Payne","Person","subject_label",TRUE,
"race","Jo_Marie_Payton","Jo Marie Payton","Person","subject_label",TRUE,
"race","Melvin_Van_Peebles","Melvin Van Peebles","Person","subject_label",TRUE,
"race","Khary_Payton","Khary Payton","Person","subject_label",TRUE,
"race","LaWanda_Page","LaWanda Page","Person","subject_label",TRUE,
"race","Nicole_Ari_Parker","Nicole Ari Parker","Person","subject_label",TRUE,
"race","Clifton_Powell","Clifton Powell","Person","subject_label",TRUE,
"race","Gene_Anthony_Ray","Gene Anthony Ray","Person","subject_label",TRUE,
"race","Lance_Reddick","Lance Reddick","Person","subject_label",TRUE,
"race","Corey_Reynolds","Corey Reynolds","Person","subject_label",TRUE,
"race","Tequan_Richmond","Tequan Richmond","Person","subject_label",TRUE,
"race","LaTanya_Richardson","LaTanya Richardson","Person","subject_label",TRUE,
"race","Kevin_Michael_Richardson","Kevin Michael Richardson","Person","subject_label",TRUE,
"race","Lionel_Richie","Lionel Richie","Person","subject_label",TRUE,
"race","Lauren_Ridloff","Lauren Ridloff","Person","subject_label",TRUE,
"race","Chris_Rock","Chris Rock","Person","subject_label",TRUE,
"race","Timmie_Rogers","Timmie Rogers","Person","subject_label",TRUE,
"race","Roxie_Roker","Roxie Roker","Person","subject_label",TRUE,
"race","Howard_Rollins","Howard Rollins","Person","subject_label",TRUE,
"race","Anika_Noni_Rose","Anika Noni Rose","Person","subject_label",TRUE,
"race","Diana_Ross","Diana Ross","Person","subject_label",TRUE,
"race","Richard_Roundtree","Richard Roundtree","Person","subject_label",TRUE,
"race","Zoe_Saldana","Zoe Saldana","Person","subject_label",TRUE,
"race","Isabel_Sanford","Isabel Sanford","Person","subject_label",TRUE,
"race","John_Singleton","John Singleton","Person","subject_label",TRUE,
"race","Brian_Michael_Smith","Brian Michael Smith","Person","subject_label",TRUE,
"race","Jussie_Smollett","Jussie Smollett","Person","subject_label",TRUE,
"race","Misty_Stone","Misty Stone","Person","subject_label",TRUE,
"race","Wanda_Sykes","Wanda Sykes","Person","subject_label",TRUE,
"race","Lynne_Thigpen","Lynne Thigpen","Person","subject_label",TRUE,
"race","Cora_Ann_Pair_Thomas","Cora Ann Pair Thomas","Person","subject_label",TRUE,
"race","Kenan_Thompson","Kenan Thompson","Person","subject_label",TRUE,
"race","Tina_Turner","Tina Turner","Person","subject_label",TRUE,
"race","Ben_Vereen","Ben Vereen","Person","subject_label",TRUE,
"race","Vincent_M._Ward","Vincent M. Ward","Person","subject_label",TRUE,
"race","Dionne_Warwick","Dionne Warwick","Person","subject_label",TRUE,
"race","John_David_Washington","John David Washington","Person","subject_label",TRUE,
"race","Shawn_Wayans","Shawn Wayans","Person","subject_label",TRUE,
"race","Lil_Wayne","Lil Wayne","Person","subject_label",TRUE,
"race","Lynn_Whitfield","Lynn Whitfield","Person","subject_label",TRUE,
"race","Gary_Anthony_Williams","Gary Anthony Williams","Person","subject_label",TRUE,
"race","Kellie_Shanygne_Williams","Kellie Shanygne Williams","Person","subject_label",TRUE,
"race","Tyler_James_Williams","Tyler James Williams","Person","subject_label",TRUE,
"race","Flip_Wilson","Flip Wilson","Person","subject_label",TRUE,
"race","Oprah_Winfrey","Oprah Winfrey","Person","subject_label",TRUE,
"race","Alfre_Woodard","Alfre Woodard","Person","subject_label",TRUE,
"race","Rosetta_DeBerardinis","Rosetta DeBerardinis","Person","subject_label",TRUE,
"race","Sam_Gilliam","Sam Gilliam","Person","subject_label",TRUE,
"race","Jacob_Lawrence","Jacob Lawrence","Person","subject_label",TRUE,
"race","Norman_Parish","Norman Parish","Person","subject_label",TRUE,
"race","Alma_Thomas","Alma Thomas","Person","subject_label",TRUE,
"race","Kehinde_Wiley","Kehinde Wiley","Person","subject_label",TRUE,
"race","Robert_Henry_Lawrence_Jr.","Robert Henry Lawrence Jr.","Person","subject_label",TRUE,
"race","Mae_Jemison","Mae Jemison","Person","subject_label",TRUE,
"race","Ronald_McNair","Ronald McNair","Person","subject_label",TRUE,
"race","Kimberly_Clarice_Aiken","Kimberly Clarice Aiken","Person","subject_label",TRUE,
"race","Deshauna_Barber","Deshauna Barber","Person","subject_label",TRUE,
"race","Bruce_Darnell","Bruce Darnell","Person","subject_label",TRUE,
"race","Jordan_Emanuel","Jordan Emanuel","Person","subject_label",TRUE,
"race","Lakita_Garth","Lakita Garth","Person","subject_label",TRUE,
"race","Quiana_Grant","Quiana Grant","Person","subject_label",TRUE,
"race","Nana_Meriwether","Nana Meriwether","Person","subject_label",TRUE,
"race","Katrina_Adams","Katrina Adams","Person","subject_label",TRUE,
"race","Koby_Altman","Koby Altman","Person","subject_label",TRUE,
"race","Al_Haymon","Al Haymon","Person","subject_label",TRUE,
"race","Floyd_Mayweather_Jr.","Floyd Mayweather Jr.","Person","subject_label",TRUE,
"race","Michael_Jordan","Michael Jordan","Person","subject_label",TRUE,
"race","Charlotte_Hornets","Charlotte Hornets","Person","subject_label",TRUE,
"race","Billy_Knight","Billy Knight","Person","subject_label",TRUE,
"race","Baltimore_Ravens","Baltimore Ravens","Person","subject_label",TRUE,
"race","Jerry_Reese","Jerry Reese","Person","subject_label",TRUE,
"race","Alton_Abraham","Alton Abraham","Person","subject_label",TRUE,
"race","Leonard_C._Bailey","Leonard C. Bailey","Person","subject_label",TRUE,
"race","Christiana_Carteaux_Bannister","Christiana Carteaux Bannister","Person","subject_label",TRUE,
"race","Chris_Brown","Chris Brown","Person","subject_label",TRUE,
"race","Kerry_S._Harris","Kerry S. Harris","Person","subject_label",TRUE,
"race","Walter_P._Lomax_Jr.","Walter P. Lomax Jr.","Person","subject_label",TRUE,
"race","Mary_Ellen_Pleasant","Mary Ellen Pleasant","Person","subject_label",TRUE,
"race","Madam_C._J._Walker","Madam C. J. Walker","Person","subject_label",TRUE,
"race","James_E._Hinton","James E. Hinton","Person","subject_label",TRUE,
"race","Arthur_Jafa","Arthur Jafa","Person","subject_label",TRUE,
"race","Janks_Morton","Janks Morton","Person","subject_label",TRUE,
"race","Malik_Hassan_Sayeed","Malik Hassan Sayeed","Person","subject_label",TRUE,
"race","Ralph_Abernathy","Ralph Abernathy","Person","subject_label",TRUE,
"race","Muhammad_Ali","Muhammad Ali","Person","subject_label",TRUE,
"race","Ella_Baker","Ella Baker","Person","subject_label",TRUE,
"race","James_Baldwin","James Baldwin","Person","subject_label",TRUE,
"race","James_Bevel","James Bevel","Person","subject_label",TRUE,
"race","Gloria_Blackwell","Gloria Blackwell","Person","subject_label",TRUE,
"race","Ruby_Bridges","Ruby Bridges","Person","subject_label",TRUE,
"race","Ralph_Bunche","Ralph Bunche","Person","subject_label",TRUE,
"race","Bunchy_Carter","Bunchy Carter","Person","subject_label",TRUE,
"race","Fannie_Lee_Chaney","Fannie Lee Chaney","Person","subject_label",TRUE,
"race","James_Chaney","James Chaney","Person","subject_label",TRUE,
"race","Shirley_Chisholm","Shirley Chisholm","Person","subject_label",TRUE,
"race","Xernona_Clayton","Xernona Clayton","Person","subject_label",TRUE,
"race","Kathleen_Cleaver","Kathleen Cleaver","Person","subject_label",TRUE,
"race","Marvel_Cooke","Marvel Cooke","Person","subject_label",TRUE,
"race","Dorothy_Cotton","Dorothy Cotton","Person","subject_label",TRUE,
"race","Claudette_Colvin","Claudette Colvin","Person","subject_label",TRUE,
"race","Angela_Davis","Angela Davis","Person","subject_label",TRUE,
"race","Frederick_Douglass","Frederick Douglass","Person","subject_label",TRUE,
"race","Charles_Evers","Charles Evers","Person","subject_label",TRUE,
"race","Marian_Wright_Edelman","Marian Wright Edelman","Person","subject_label",TRUE,
"race","James_Farmer","James Farmer","Person","subject_label",TRUE,
"race","Walter_Fauntroy","Walter Fauntroy","Person","subject_label",TRUE,
"race","Sarah_Mae_Flemming","Sarah Mae Flemming","Person","subject_label",TRUE,
"race","James_Forman","James Forman","Person","subject_label",TRUE,
"race","C._L._Franklin","C. L. Franklin","Person","subject_label",TRUE,
"race","Elizabeth_Freeman","Elizabeth Freeman","Person","subject_label",TRUE,
"race","Frankie_Muse_Freeman","Frankie Muse Freeman","Person","subject_label",TRUE,
"race","Vincent_Harding","Vincent Harding","Person","subject_label",TRUE,
"race","Curtis_W._Harris","Curtis W. Harris","Person","subject_label",TRUE,
"race","Fannie_Lou_Hamer","Fannie Lou Hamer","Person","subject_label",TRUE,
