"domain","matched_text","replacement","n_replacements"
"profession","anesthesiologist","XYZ",44
"profession","anesthesiologist assistant","XYZ",33
"profession","anesthesiologist assistants","XYZ",52
"profession","anesthesiologists","XYZ",96
"profession","animator","XYZ",58
"profession","animators","XYZ",40
"profession","anthropologist","XYZ",53
"profession","anthropologists","XYZ",140
"profession","application analyst","XYZ",24
"profession","archaeologist","XYZ",52
"profession","archaeologists","XYZ",207
"profession","archimime","XYZ",21
"profession","archimimes","XYZ",23
"profession","architect","XYZ",356
"profession","architects","XYZ",151
"profession","artisan","XYZ",61
"profession","artisans","XYZ",85
"profession","artistic director","XYZ",170
"profession","artistic directors","XYZ",13
"profession","astronaut","XYZ",80
"profession","astronauts","XYZ",100
"profession","astronomer","XYZ",26
"profession","astronomers","XYZ",122
"profession","athletic trainer","XYZ",42
"profession","athletic trainers","XYZ",32
"profession","audio engineer","XYZ",134
"profession","audio engineers","XYZ",108
"profession","author","XYZ",848
"profession","authors","XYZ",378
"profession","auto mechanic","XYZ",27
"profession","auto mechanics","XYZ",5
"profession","backup dancer","XYZ",27
"profession","backup dancers","XYZ",2
"profession","baker","XYZ",56
"profession","bakers","XYZ",139
"profession","ballet dancer","XYZ",110
"profession","ballet dancers","XYZ",129
"profession","ballet master","XYZ",372
"profession","ballet masters","XYZ",21
"profession","bartender","XYZ",93
"profession","bartenders","XYZ",115
"profession","beatboxer","XYZ",2
"profession","beatboxers","XYZ",2
"profession","benshi","XYZ",157
"profession","biochemist","XYZ",53
"profession","biochemists","XYZ",29
"profession","biologist","XYZ",45
"profession","biologists","XYZ",213
"profession","biomedical scientist","XYZ",22
"profession","biomedical scientists","XYZ",58
"profession","blacksmith","XYZ",149
"profession","blacksmiths","XYZ",97
"profession","bobbin boy","XYZ",28
"profession","bobbin boys","XYZ",3
"profession","boilermaker","XYZ",32
"profession","boilermakers","XYZ",42
"profession","botanist","XYZ",17
"profession","botanists","XYZ",18
"profession","bouffon","XYZ",14
"profession","bouffons","XYZ",2
"profession","brakeman","XYZ",76
"profession","bridge tender","XYZ",28
"profession","bus driver","XYZ",46
"profession","bus drivers","XYZ",42
"profession","business analyst","XYZ",27
"profession","business analysts","XYZ",11
"profession","cardiologist","XYZ",44
"profession","cardiologists","XYZ",56
"profession","cardiothoracic surgeon","XYZ",12
"profession","cartoonist","XYZ",94
"profession","cartoonists","XYZ",116
"profession","cashier","XYZ",42
"profession","cashiers","XYZ",36
"profession","casting director","XYZ",62
"profession","casting directors","XYZ",58
"profession","certified respiratory therapist","XYZ",1
"profession","chaplain","XYZ",170
"profession","chaplains","XYZ",479
"profession","character actor","XYZ",49
"profession","character actors","XYZ",101
"profession","charge artist","XYZ",55
"profession","chauffeur","XYZ",70
"profession","chauffeurs","XYZ",15
"profession","chemical engineer","XYZ",24
"profession","chemical engineers","XYZ",35
"profession","chemist","XYZ",90
"profession","chemists","XYZ",83
"profession","chief administrative officer","XYZ",26
"profession","chief analytics officer","XYZ",1
"profession","chief brand officer","XYZ",12
"profession","chief business development officer","XYZ",13
"profession","chief business officer","XYZ",47
"profession","chief commercial officer","XYZ",15
"profession","chief compliance officer","XYZ",13
"profession","chief content officer","XYZ",25
"profession","chief content officers","XYZ",1
"profession","chief creative officer","XYZ",28
"profession","chief customer officer","XYZ",16
"profession","chief customer officers","XYZ",2
"profession","chief data officer","XYZ",13
"profession","chief design officer","XYZ",2
"profession","chief digital officer","XYZ",12
"profession","chief executive officer","XYZ",25
"profession","chief experience officer","XYZ",15
"profession","chief financial officer","XYZ",15
"profession","chief gaming officer","XYZ",27
"profession","chief genealogical officer","XYZ",1
"profession","chief human resources officer","XYZ",12
"profession","chief information officer","XYZ",19
"profession","chief information security officer","XYZ",14
"profession","chief innovation officer","XYZ",12
"profession","chief innovation officers","XYZ",10
"profession","chief investment officer","XYZ",35
"profession","chief knowledge officer","XYZ",13
"profession","chief learning officer","XYZ",14
"profession","chief marketing officer","XYZ",18
"profession","chief mechanical engineer","XYZ",3
"profession","chief medical officer","XYZ",16
"profession","chief operating officer","XYZ",25
"profession","chief process officer","XYZ",12
"profession","chief product officer","XYZ",2
"profession","chief research officer","XYZ",10
"profession","chief restructuring officer","XYZ",16
"profession","chief revenue officer","XYZ",12
"profession","chief risk officer","XYZ",11
"profession","chief security officer","XYZ",15
"profession","chief services officer","XYZ",11
"profession","chief strategy officer","XYZ",11
"profession","chief sustainability officer","XYZ",14
"profession","chief sustainability officers","XYZ",1
"profession","chief technology officer","XYZ",12
"profession","chief visibility officer","XYZ",12
"profession","chief visionary officer","XYZ",12
"profession","chief web officer","XYZ",14
"profession","chiropractor","XYZ",37
"profession","chiropractors","XYZ",363
"profession","choreographer","XYZ",189
"profession","choreographers","XYZ",54
"profession","cinematographer","XYZ",119
"profession","cinematographers","XYZ",79
"profession","clinical nurse leader","XYZ",2
"profession","clinical nurse specialist","XYZ",18
"profession","clinical nurse specialists","XYZ",4
"profession","clinical pharmaceutical scientist","XYZ",29
"profession","clinical pharmaceutical scientists","XYZ",40
"profession","cloth merchant","XYZ",15
"profession","cloth merchants","XYZ",21
"profession","colorist","XYZ",69
"profession","colorists","XYZ",33
"profession","combat engineer","XYZ",84
"profession","combat engineers","XYZ",59
"profession","comedian","XYZ",73
"profession","comedians","XYZ",129
"profession","commissioning editor","XYZ",20
"profession","commissioning editors","XYZ",43
"profession","composer","XYZ",294
"profession","composers","XYZ",636
"profession","computational scientist","XYZ",24
"profession","computational scientists","XYZ",2
"profession","computer operator","XYZ",71
"profession","computer operators","XYZ",1
"profession","computer repair technician","XYZ",23
"profession","computer repair technicians","XYZ",39
"profession","computer scientist","XYZ",23
"profession","computer scientists","XYZ",28
"profession","concept artist","XYZ",49
"profession","concept artists","XYZ",51
"profession","construction foreman","XYZ",10
"profession","construction worker","XYZ",28
"profession","construction workers","XYZ",67
"profession","copy editor","XYZ",99
"profession","copy editors","XYZ",167
"profession","cordwainer","XYZ",48
"profession","cordwainers","XYZ",35
"profession","costume designer","XYZ",190
"profession","costume designers","XYZ",13
"profession","creative consultant","XYZ",3
"profession","curator","XYZ",186
"profession","curators","XYZ",118
"profession","dancer","XYZ",732
"profession","dancers","XYZ",1484
"profession","data entry clerk","XYZ",39
"profession","data entry clerks","XYZ",12
"profession","data scientist","XYZ",23
"profession","data scientists","XYZ",86
"profession","dermatologist","XYZ",39
"profession","dermatologists","XYZ",50
"profession","design director","XYZ",30
"profession","design directors","XYZ",12
"profession","dispatcher","XYZ",161
"profession","dispatchers","XYZ",184
"profession","doctor","XYZ",190
"profession","doctors","XYZ",232
"profession","dog writer","XYZ",12
"profession","drag king","XYZ",37
"profession","drag kings","XYZ",54
"profession","drag queen","XYZ",120
"profession","drag queens","XYZ",137
"profession","dramaturge","XYZ",48
"profession","dramaturges","XYZ",2
"profession","dressmaker","XYZ",76
"profession","dressmakers","XYZ",8
"profession","ecologist","XYZ",24
"profession","ecologists","XYZ",80
"profession","economist","XYZ",5
"profession","economists","XYZ",100
"profession","educational technologist","XYZ",11
"profession","educational technologists","XYZ",2
"profession","emergency medical technician","XYZ",3
"profession","emergency medical technicians","XYZ",4
"profession","emergency physician","XYZ",40
"profession","emergency physicians","XYZ",12
"profession","endocrinologist","XYZ",25
"profession","endocrinologists","XYZ",46
"profession","engineer","XYZ",466
"profession","engineering technician","XYZ",42
"profession","engineering technicians","XYZ",73
"profession","engineering technologist","XYZ",147
"profession","engineering technologists","XYZ",60
"profession","engineers","XYZ",947
"profession","essayist","XYZ",20
"profession","essayists","XYZ",14
"profession","executive producer","XYZ",77
"profession","executive producers","XYZ",28
"profession","exotic dancer","XYZ",11
"profession","exotic dancers","XYZ",1
"profession","family nurse practitioner","XYZ",28
"profession","farrier","XYZ",106
"profession","farriers","XYZ",39
"profession","filling station attendant","XYZ",10
"profession","filling station attendants","XYZ",1
"profession","film director","XYZ",43
"profession","film directors","XYZ",42
"profession","film producer","XYZ",17
"profession","filmmaker","XYZ",8
"profession","filmmakers","XYZ",44
"profession","flatulist","XYZ",16
"profession","flight nurse","XYZ",23
"profession","flight nurses","XYZ",1
"profession","forensic scientists","XYZ",14
"profession","freelancer","XYZ",62
"profession","freelancers","XYZ",78
"profession","freight conductor","XYZ",39
"profession","freight conductors","XYZ",25
"profession","gandy dancer","XYZ",7
"profession","gandy dancers","XYZ",56
"profession","gastroenterologists","XYZ",13
"profession","geisha","XYZ",1077
"profession","geishas","XYZ",18
"profession","general counsel","XYZ",74
"profession","general practitioner","XYZ",93
"profession","general practitioners","XYZ",30
"profession","gentleman scientist","XYZ",11
"profession","geographer","XYZ",36
"profession","geographers","XYZ",56
"profession","geologist","XYZ",42
"profession","geologists","XYZ",50
"profession","geriatrician","XYZ",15
"profession","geriatricians","XYZ",24
"profession","ghostwriter","XYZ",200
"profession","ghostwriters","XYZ",143
"profession","government scientist","XYZ",14
"profession","government scientists","XYZ",15
"profession","graduate nurse","XYZ",10
"profession","graduate nurses","XYZ",2
"profession","graphic designer","XYZ",53
"profession","graphic designers","XYZ",30
"profession","gunsmith","XYZ",57
"profession","gunsmiths","XYZ",82
"profession","gynaecologist","XYZ",10
"profession","gynaecologists","XYZ",66
"profession","haberdasher","XYZ",20
"profession","hack writer","XYZ",35
"profession","hack writers","XYZ",1
"profession","hairstylist","XYZ",1
"profession","hairstylists","XYZ",27
"profession","harlequin","XYZ",4
"profession","harlequins","XYZ",1
"profession","hatter","XYZ",10
"profession","health visitor","XYZ",16
"profession","health visitors","XYZ",30
"profession","heavy equipment operator","XYZ",13
"profession","historian","XYZ",117
"profession","historians","XYZ",180
"profession","illusionist","XYZ",28
"profession","illusionists","XYZ",25
"profession","illustrator","XYZ",37
"profession","illustrators","XYZ",52
"profession","infopreneur","XYZ",74
"profession","infopreneurs","XYZ",49
"profession","information systems technician","XYZ",22
"profession","information systems technicians","XYZ",2
"profession","intensivist","XYZ",26
"profession","intensivists","XYZ",7
"profession","interior designer","XYZ",58
"profession","interior designers","XYZ",93
"profession","inventor","XYZ",107
"profession","inventors","XYZ",15
"profession","itinerant poet","XYZ",21
"profession","janitor","XYZ",39
"profession","janitors","XYZ",4
"profession","journalist","XYZ",77
"profession","journalists","XYZ",59
"profession","kobzar","XYZ",22
"profession","kobzars","XYZ",4
"profession","laborer","XYZ",70
"profession","laborers","XYZ",104
"profession","lactation consultant","XYZ",18
"profession","lactation consultants","XYZ",17
"profession","legal nurse consultant","XYZ",67
"profession","legal nurse consultants","XYZ",13
"profession","licensed Professional Counselor","XYZ",1
"profession","licensed behavior analyst","XYZ",25
"profession","licensed practical nurse","XYZ",25
"profession","licensed practical nurses","XYZ",4
"profession","licensed professional counselor","XYZ",5
"profession","licensed professional counselors","XYZ",18
"profession","light board operator","XYZ",59
"profession","light board operators","XYZ",12
"profession","lighting designer","XYZ",111
"profession","lighting designers","XYZ",30
"profession","lighting technician","XYZ",37
"profession","lighting technicians","XYZ",106
"profession","lirnyk","XYZ",32
"profession","lirnyks","XYZ",2
"profession","literary editor","XYZ",28
"profession","literary editors","XYZ",1
"profession","locomotive builders","XYZ",24
"profession","lyricist","XYZ",40
"profession","lyricists","XYZ",13
"profession","machinist","XYZ",131
"profession","machinists","XYZ",81
"profession","master electrician","XYZ",1
"profession","master of ceremonies","XYZ",21
"profession","masters of ceremonies","XYZ",1
"profession","mathematical model","XYZ",72
"profession","mathematical models","XYZ",95
"profession","mathematician","XYZ",136
"profession","mathematicians","XYZ",125
"profession","matron","XYZ",77
"profession","matrons","XYZ",15
"profession","mechanic","XYZ",85
"profession","mechanics","XYZ",387
"profession","medical laboratory scientist","XYZ",34
"profession","medical laboratory scientists","XYZ",28
"profession","mental health counselor","XYZ",33
"profession","mental health counselors","XYZ",49
"profession","mental health nurse practitioner","XYZ",2
"profession","mental health professional","XYZ",36
"profession","mental health professionals","XYZ",141
"profession","metalsmith","XYZ",37
"profession","metalsmiths","XYZ",1
"profession","microbiologist","XYZ",25
"profession","microbiologists","XYZ",101
"profession","midwife","XYZ",288
"profession","midwives","XYZ",122
"profession","miller","XYZ",54
"profession","millers","XYZ",21
"profession","mime","XYZ",40
"profession","mimes","XYZ",2
"profession","miner","XYZ",50
"profession","miners","XYZ",46
"profession","minstrel","XYZ",70
"profession","minstrels","XYZ",97
"profession","moldmaker","XYZ",28
"profession","moldmakers","XYZ",1
"profession","monologist","XYZ",18
"profession","movement director","XYZ",31
"profession","movement directors","XYZ",25
"profession","music director","XYZ",111
"profession","musician","XYZ",197
"profession","musicians","XYZ",294
"profession","navvies","XYZ",7
"profession","navvy","XYZ",110
"profession","neonatal nurse practitioner","XYZ",23
"profession","neonatal nurse practitioners","XYZ",3
"profession","neonatologist","XYZ",18
"profession","neonatologists","XYZ",32
"profession","nephrologist","XYZ",45
"profession","nephrologists","XYZ",41
"profession","network administrator","XYZ",49
"profession","network administrators","XYZ",1
"profession","neurologist","XYZ",41
"profession","neurologists","XYZ",111
"profession","neuroscientist","XYZ",23
"profession","neuroscientists","XYZ",107
"profession","neurosurgeon","XYZ",69
"profession","neurosurgeons","XYZ",4
"profession","news presenter","XYZ",13
"profession","novelist","XYZ",92
"profession","novelists","XYZ",154
"profession","nurse","XYZ",673
"profession","nurse anesthetist","XYZ",14
"profession","nurse anesthetists","XYZ",28
"profession","nurse attorney","XYZ",1
"profession","nurse educator","XYZ",42
"profession","nurse educators","XYZ",14
"profession","nurse midwife","XYZ",34
"profession","nurse midwives","XYZ",3
"profession","nurse practitioner","XYZ",103
"profession","nurse practitioners","XYZ",19
"profession","nurses","XYZ",498
"profession","occupational therapist","XYZ",267
"profession","occupational therapists","XYZ",118
"profession","oceanographer","XYZ",12
"profession","oceanographers","XYZ",1
"profession","oncologist","XYZ",3
"profession","oncologists","XYZ",16
"profession","ophthalmologist","XYZ",72
"profession","ophthalmologists","XYZ",78
"profession","optometrist","XYZ",107
"profession","optometrists","XYZ",270
"profession","otolaryngologist","XYZ",10
"profession","painter","XYZ",43
"profession","painters","XYZ",74
"profession","paleontologist","XYZ",2
"profession","paleontologists","XYZ",23
"profession","panel beater","XYZ",30
"profession","panel beaters","XYZ",14
"profession","pantomime dame","XYZ",45
"profession","parachute rigger","XYZ",41
"profession","parachute riggers","XYZ",17
"profession","patternmaker","XYZ",36
"profession","patternmakers","XYZ",3
"profession","pay driver","XYZ",43
"profession","pay drivers","XYZ",56
"profession","pediatric nurse practitioner","XYZ",55
"profession","pediatric nurse practitioners","XYZ",4
"profession","pediatrician","XYZ",7
"profession","pediatricians","XYZ",45
"profession","penciller","XYZ",27
"profession","pencillers","XYZ",12
"profession","petroleum geologist","XYZ",13
"profession","petroleum geologists","XYZ",4
"profession","pharmacist","XYZ",177
"profession","pharmacists","XYZ",389
"profession","phlebotomist","XYZ",26
"profession","phlebotomists","XYZ",17
"profession","photographer","XYZ",84
"profession","photographers","XYZ",96
"profession","photojournalist","XYZ",45
"profession","photojournalists","XYZ",31
"profession","physical therapist","XYZ",52
"profession","physical therapists","XYZ",65
"profession","physician assistant","XYZ",145
"profession","physician assistants","XYZ",43
"profession","physicist","XYZ",44
"profession","physicists","XYZ",64
"profession","pipefitter","XYZ",16
"profession","pipefitters","XYZ",27
"profession","plant operator","XYZ",11
"profession","platelayer","XYZ",42
"profession","platelayers","XYZ",12
"profession","playwright","XYZ",106
"profession","playwrights","XYZ",102
"profession","plumber","XYZ",34
"profession","plumbers","XYZ",16
"profession","podiatrist","XYZ",38
"profession","podiatrists","XYZ",134
"profession","political scientist","XYZ",16
"profession","political scientists","XYZ",55
"profession","pornographic actor","XYZ",1
"profession","pornographic actors","XYZ",22
"profession","principal dancer","XYZ",52
"profession","principal dancers","XYZ",27
"profession","product manager","XYZ",119
"profession","product managers","XYZ",26
"profession","production designer","XYZ",73
"profession","production designers","XYZ",12
"profession","programmer","XYZ",161
"profession","programmers","XYZ",129
"profession","promotional model","XYZ",32
"profession","promotional models","XYZ",27
"profession","property master","XYZ",64
"profession","psychiatric nurse","XYZ",88
"profession","psychiatric nurses","XYZ",36
"profession","psychiatrist","XYZ",136
"profession","psychiatrists","XYZ",107
"profession","psychologist","XYZ",380
"profession","psychologists","XYZ",647
"profession","psychotherapist","XYZ",61
"profession","psychotherapists","XYZ",64
"profession","public relations officer","XYZ",12
"profession","publicist","XYZ",117
"profession","publicists","XYZ",175
"profession","pulmonologist","XYZ",7
"profession","pulmonologists","XYZ",23
"profession","pyrotechnician","XYZ",15
"profession","pyrotechnicians","XYZ",52
"profession","radiographer","XYZ",115
"profession","radiographers","XYZ",104
"profession","radiologist","XYZ",28
"profession","radiologists","XYZ",90
"profession","registered dental nurse","XYZ",1
"profession","registered nurse","XYZ",169
"profession","registered nurses","XYZ",137
"profession","research fellow","XYZ",49
"profession","research fellows","XYZ",13
"profession","revenue protection inspector","XYZ",1
"profession","rhapsode","XYZ",25
"profession","rhapsodes","XYZ",29
"profession","ring girl","XYZ",34
"profession","ring girls","XYZ",55
"profession","road foreman of engines","XYZ",2
"profession","sailmaker","XYZ",91
"profession","scenic designer","XYZ",61
"profession","scenic designers","XYZ",29
"profession","scenographer","XYZ",34
"profession","scenographers","XYZ",2
"profession","school counselor","XYZ",559
"profession","school counselors","XYZ",978
"profession","scientist","XYZ",275
"profession","scientists","XYZ",465
"profession","screenwriter","XYZ",122
"profession","screenwriters","XYZ",136
"profession","scribe","XYZ",97
"profession","scribes","XYZ",289
"profession","script coordinator","XYZ",100
"profession","script coordinators","XYZ",11
"profession","script doctor","XYZ",46
"profession","script doctors","XYZ",1
"profession","scrivener","XYZ",41
"profession","scriveners","XYZ",6
"profession","scrum Master","XYZ",1
"profession","scrum master","XYZ",82
"profession","sculptor","XYZ",45
"profession","sculptors","XYZ",119
"profession","secondman","XYZ",12
"profession","security engineer","XYZ",2
"profession","security engineers","XYZ",9
"profession","set decorator","XYZ",28
"profession","set decorators","XYZ",3
"profession","set dresser","XYZ",8
"profession","set dressers","XYZ",25
"profession","sex therapist","XYZ",2
"profession","sex therapists","XYZ",27
"profession","shop foreman","XYZ",12
"profession","showgirl","XYZ",65
"profession","showgirls","XYZ",36
"profession","showrunner","XYZ",96
"profession","silversmith","XYZ",43
"profession","silversmiths","XYZ",41
"profession","singer","XYZ",257
"profession","singers","XYZ",469
"profession","skomorokh","XYZ",37
"profession","skomorokhs","XYZ",44
"profession","smith","XYZ",18
"profession","smiths","XYZ",5
"profession","social worker","XYZ",25
"profession","social workers","XYZ",148
"profession","sociologist","XYZ",69
"profession","sociologists","XYZ",129
"profession","software analyst","XYZ",12
"profession","software architect","XYZ",43
"profession","software architects","XYZ",1
"profession","software engineer","XYZ",33
"profession","software engineers","XYZ",71
"profession","songwriter","XYZ",130
"profession","songwriters","XYZ",68
"profession","sound designer","XYZ",268
"profession","sound designers","XYZ",45
"profession","speechwriter","XYZ",117
"profession","speechwriters","XYZ",70
"profession","spotlight operator","XYZ",10
"profession","staff writer","XYZ",15
"profession","staff writers","XYZ",11
"profession","stage manager","XYZ",159
"profession","stage managers","XYZ",83
"profession","stagehand","XYZ",28
"profession","stagehands","XYZ",92
"profession","station master","XYZ",81
"profession","station masters","XYZ",3
"profession","stationary engineer","XYZ",17
"profession","stationary engineers","XYZ",14
"profession","statistician","XYZ",21
"profession","statisticians","XYZ",5
"profession","student nurse","XYZ",21
"profession","stunt performer","XYZ",26
"profession","stunt performers","XYZ",85
"profession","switchman","XYZ",31
"profession","switchmen","XYZ",1
"profession","system administrator","XYZ",51
"profession","system administrators","XYZ",15
"profession","systems analyst","XYZ",93
"profession","systems analysts","XYZ",4
"profession","tailor","XYZ",242
"profession","tailors","XYZ",111
"profession","tattoo artist","XYZ",12
"profession","tattoo artists","XYZ",4
"profession","taxi dancer","XYZ",63
"profession","taxi dancers","XYZ",37
"profession","technical director","XYZ",69
"profession","technical directors","XYZ",3
"profession","technical writer","XYZ",119
"profession","technical writers","XYZ",212
"profession","television presenter","XYZ",12
"profession","test driver","XYZ",3
"profession","test drivers","XYZ",11
"profession","theater manager","XYZ",13
"profession","theater managers","XYZ",1
"profession","theatre director","XYZ",38
"profession","theatre directors","XYZ",11
"profession","theatre practitioner","XYZ",28
"profession","theatre practitioners","XYZ",26
"profession","theatrical producer","XYZ",13
"profession","theatrical technician","XYZ",26
"profession","theatrical technicians","XYZ",2
"profession","ticket inspector","XYZ",13
"profession","tool and die maker","XYZ",5
"profession","tool and die makers","XYZ",49
"profession","train dispatcher","XYZ",104
"profession","train dispatchers","XYZ",50
"profession","traquero","XYZ",21
"profession","traqueros","XYZ",11
"profession","truck driver","XYZ",179
"profession","truck drivers","XYZ",166
"profession","urban planner","XYZ",142
"profession","urban planners","XYZ",14
"profession","urologist","XYZ",1
"profession","urologists","XYZ",25
"profession","video editor","XYZ",55
"profession","video editors","XYZ",2
"profession","video game developer","XYZ",14
"profession","video game developers","XYZ",1
"profession","wardrobe supervisor","XYZ",97
"profession","wardrobe supervisors","XYZ",16
"profession","weather forecaster","XYZ",10
"profession","weather forecasters","XYZ",12
"profession","web designer","XYZ",7
"profession","web designers","XYZ",43
"profession","web developer","XYZ",39
"profession","web developers","XYZ",25
"profession","website content writer","XYZ",11
"profession","wedding planner","XYZ",2
"profession","welder","XYZ",109
"profession","welders","XYZ",74
"profession","wheelwright","XYZ",36
"profession","wheelwrights","XYZ",15
"profession","woodworker","XYZ",2
"profession","woodworkers","XYZ",12
"profession","writer","XYZ",836
"profession","writers","XYZ",1288
"race","A. Bartlett Giamatti","Person",14
"race","A. Philip Randolph","Person",172
"race","A. R. Rahman","Person",58
"race","AL BUMBRY","Person",1
"race","ANGEL CHANG","Person",20
"race","Aaron Eckhart","Person",18
"race","Aaron Hicks","Person",10
"race","Aaron Hohlbein","Person",10
"race","Aaron Ogden","Person",52
"race","Aaron Pryor","Person",10
"race","Aaron Spelling","Person",43
"race","Aasif Mandvi","Person",33
"race","Abbott Handerson Thayer","Person",11
"race","Abigail Fillmore","Person",24
"race","Abner Doubleday","Person",11
"race","Abner Nash","Person",13
"race","Abraham Lincoln","Person",171
"race","Abraham Marchant","Person",11
"race","Abraham Verghese","Person",11
"race","Abraham Whipple","Person",33
"race","Adam Clayton Powell Jr.","Person",22
"race","Adam Dutkiewicz","Person",12
"race","Adam Makowicz","Person",11
"race","Adam Przeworski","Person",25
"race","Adam Rosen","Person",10
"race","Adam Steltzner","Person",36
"race","Adam Ulam","Person",11
"race","Adam Vinatieri","Person",12
"race","Adam Worth","Person",12
"race","Adolf Cluss","Person",23
"race","Adolph Luetgert","Person",32
"race","Adolph Ochs","Person",16
"race","Adolph Rupp","Person",13
"race","Adolph Strauch","Person",12
"race","Adolphus Busch","Person",17
"race","Adolphus Busch III","Person",12
"race","Adrian Wojnarowski","Person",10
"race","Adriana Trigiani","Person",27
"race","Agnes Newton Keith","Person",37
"race","Aimee Nezhukumatathil","Person",10
"race","Ajiona Alexus","Person",10
"race","Al Bumbry","Person",18
"race","Al Capone","Person",167
"race","Al Giordano","Person",11
"race","Al Green","Person",24
"race","Al Haymon","Person",12
"race","Al Joyner","Person",10
"race","Al Pearce","Person",14
"race","Al Sharpton","Person",15
"race","Al Smith","Person",52
"race","Al Young","Person",11
"race","Alan Dugan","Person",27
"race","Alan Greenspan","Person",12
"race","Alan Hamlyn","Person",10
"race","Alan Krashesky","Person",10
"race","Alan Kulwicki","Person",12
"race","Alan Ladd","Person",36
"race","Alan Shepard","Person",14
"race","Alben W. Barkley","Person",38
"race","Albert Abraham Michelson","Person",10
"race","Albert Bierstadt","Person",86
"race","Albert Chao","Person",32
"race","Albert Collins","Person",10
"race","Albert Einstein","Person",25
"race","Albert Ghiorso","Person",12
"race","Albert Gregory Meyer","Person",10
"race","Albert King","Person",14
"race","Albert Sabin","Person",35
"race","Albert Saijo","Person",16
"race","Albert Warner","Person",11
"race","Albert Wohlstetter","Person",30
"race","Aldona Wos","Person",10
"race","Aleda E. Lutz","Person",10
"race","Aleksander Wolszczan","Person",10
"race","Alex Gaskarth","Person",42
"race","Alex Haley","Person",38
"race","Alex Shibutani","Person",34
"race","Alex Van Halen","Person",13
"race","Alexander Contee Hanson","Person",12
"race","Alexander Crummell","Person",66
"race","Alexander Mack","Person",12
"race","Alexander Massialas","Person",10
"race","Alexander Schimmelfennig","Person",11
"race","Alexis Bledel","Person",11
"race","Alexis Texas","Person",22
"race","Alfre Woodard","Person",12
"race","Alfred D. Crimi","Person",10
"race","Alfred Eisenstaedt","Person",11
"race","Alfred H. Colquitt","Person",22
"race","Alfred Hitchcock","Person",45
"race","Alfred Korzybski","Person",22
"race","Alfred Lion","Person",14
"race","Alfred Louis Kroeber","Person",10
"race","Alfred Stieglitz","Person",79
"race","Alfred Tarski","Person",69
"race","Alfred Thayer Mahan","Person",45
"race","Ali Velshi","Person",41
"race","Alice Coltrane","Person",71
"race","Alice Cooper","Person",205
"race","Alice Fulton","Person",153
"race","Alice K. Kurashige","Person",10
"race","Alice McDermott","Person",10
"race","Alice Walker","Person",54
"race","Alicia Menendez","Person",14
"race","Alison Krauss","Person",13
"race","Alkaline Trio","Person",64
"race","Allen Payne","Person",11
"race","Ally McBeal","Person",25
"race","Ally Mcbeal","Person",1
"race","Alma Thomas","Person",69
"race","Althea Gibson","Person",58
"race","Alton Abraham","Person",11
"race","Alton Brown","Person",25
"race","Alvan Clark","Person",11
"race","Alvin Childress","Person",13
"race","Alvin Harrison","Person",27
"race","Amar Bose","Person",11
"race","Amartya Sen","Person",39
"race","Amelia Boynton Robinson","Person",23
"race","Amelia Edith Huddleston Barr","Person",10
"race","Amiri Baraka","Person",13
"race","Amos Yong","Person",32
"race","Amy Poehler","Person",15
"race","Amy Tan","Person",11
"race","Amzie Moore","Person",11
"race","Anderson Cooper","Person",20
"race","Andre Agassi","Person",66
"race","Andre Cason","Person",10
"race","Andre Williams","Person",32
"race","Andrea Jung","Person",11
"race","Andrea Wong","Person",10
"race","Andrew Anglin","Person",21
"race","Andrew Berardini","Person",10
"race","Andrew Bryniarski","Person",10
"race","Andrew Butler","Person",22
"race","Andrew Cherng","Person",21
"race","Andrew Jackson","Person",79
"race","Andrew Jackson Centre","Person",10
"race","Andrew Johnson","Person",84
"race","Andrew Kim","Person",10
"race","Andrew Nagorski","Person",11
"race","Andrew R. Ciesla","Person",12
"race","Andrew Rothenberg","Person",10
"race","Andrew Viterbi","Person",12
"race","Andrew Wiedeman","Person",10
"race","Andrew Wyeth","Person",40
"race","Andrew Young","Person",80
"race","Andrzej Beck","Person",11
"race","Andrzej Ehrenfeucht","Person",66
"race","Andy Roddick","Person",13
"race","Aneesh Raman","Person",11
"race","Ang Lee","Person",40
"race","Angel Chang","Person",16
"race","Angel Taveras","Person",11
"race","Angela Bowie","Person",12
"race","Angela Carlozzi Rossi","Person",10
"race","Angela Davis","Person",105
"race","Angela Lansbury","Person",19
"race","Angela Rye","Person",11
"race","Angelin Chang","Person",10
"race","Angelina Jolie","Person",14
"race","Angelo Dundee","Person",11
"race","Angelo F. Coniglio","Person",11
"race","Angelo Joseph Rossi","Person",11
"race","Anika Noni Rose","Person",11
"race","Anita Baker","Person",11
"race","Anita Hill","Person",75
"race","Anja Rubik","Person",27
"race","Anjelica Huston","Person",13
"race","Ann Curry","Person",12
"race","Ann Dunham","Person",45
"race","Ann Glover","Person",24
"race","Anna Anka","Person",35
"race","Anna Balmer Myers","Person",11
"race","Anna Harrison","Person",13
"race","Anna Howard Shaw","Person",84
"race","Anna Maria Anders","Person",26
"race","Anna Mary Robertson Moses","Person",11
"race","Anna May Wong","Person",67
"race","Anna Sokolow","Person",52
"race","Anna Sui","Person",126
"race","Anne Hutchinson","Person",159
"race","Anne Moody","Person",22
"race","Anne Rice","Person",23
"race","Annie Oakley","Person",57
"race","Ansel Elgort","Person",11
