id_riga_originale,dominio,categoria,entita,tipo_newline,n_newline,posizioni_newline,newline_iniziale,newline_finale,newline_consecutivi,spazio_prima_newline,spazio_dopo_newline,ha_tab,ha_carriage_return,ha_markup,is_duplicato_esatto,is_duplicato_normalizzato,lunghezza_originale,lunghezza_candidata,candidata_diversa,prompt,prompt_visibile,prompt_candidato_whitespace
3444,race,Asian_Americans,Peter_Chung,interno_singolo,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"AWN gallery
CATSUKA-Peter Chung Detailed work history, as ","AWN gallery\\nCATSUKA-Peter Chung Detailed work history, as ","AWN gallery CATSUKA-Peter Chung Detailed work history, as"
3445,race,Asian_Americans,Peter_Chung,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"Interview with Peter Chung by Ed Stastny
Suicide ",Interview with Peter Chung by Ed Stastny\\nSuicide ,Interview with Peter Chung by Ed Stastny Suicide
3465,race,Asian_Americans,James_Wong_Howe,interno_singolo,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"47–59
James Wong Howe Talk at 1974 San Francisco ",47–59\\nJames Wong Howe Talk at 1974 San Francisco ,47–59 James Wong Howe Talk at 1974 San Francisco
3512,race,Asian_Americans,Aasif_Mandvi,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,36,TRUE,"Aasif Mandvi on IMDb
Aasif Mandvi on ",Aasif Mandvi on IMDb\\nAasif Mandvi on ,Aasif Mandvi on IMDb Aasif Mandvi on
3513,race,Asian_Americans,Aasif_Mandvi,interno_singolo,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,30,TRUE,"– Interview
One on One – Aasif ",– Interview\\nOne on One – Aasif ,– Interview One on One – Aasif
3574,race,Asian_Americans,Anna_May_Wong,interno_singolo,1,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,38,TRUE,"Anna May Wong on IMDb
Anna May Wong at ",Anna May Wong on IMDb\\nAnna May Wong at ,Anna May Wong on IMDb Anna May Wong at
3596,race,Asian_Americans,William_Hung,interno_singolo,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"William Hung at Rolling Stone
William Hung poker ",William Hung at Rolling Stone\\nWilliam Hung poker ,William Hung at Rolling Stone William Hung poker
3602,race,Asian_Americans,Ravi_Shankar,interno_multiplo,2,25 | 46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Ravi Shankar at AllMusic
Ravi Shankar on IMDb
Interview ",Ravi Shankar at AllMusic\\nRavi Shankar on IMDb\\nInterview ,Ravi Shankar at AllMusic Ravi Shankar on IMDb Interview
3771,race,Asian_Americans,Fred_Korematsu,interno_singolo,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,64,TRUE,"Fred Korematsu Day, 1/30/2014
Topaz Japanese-American Relocation ","Fred Korematsu Day, 1/30/2014\\nTopaz Japanese-American Relocation ","Fred Korematsu Day, 1/30/2014 Topaz Japanese-American Relocation"
3789,race,Asian_Americans,Carlos_Bulosan,interno_singolo,1,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"Contains a photograph of Carlos Bulosan
Seiwoong ",Contains a photograph of Carlos Bulosan\\nSeiwoong ,Contains a photograph of Carlos Bulosan Seiwoong
3806,race,Asian_Americans,Jonah_Hex,interno_multiplo,2,16 | 36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,45,TRUE,"2 #10–11; 1972)
Weird Western Tales
Jonah Hex ",2 #10–11; 1972)\\nWeird Western Tales\\nJonah Hex ,2 #10–11; 1972) Weird Western Tales Jonah Hex
3807,race,Asian_Americans,Jonah_Hex,interno_multiplo,2,16 | 40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,45,TRUE,"2 #21; 1987/12)
Jonah Hex: Two Gun Mojo
Jonah ",2 #21; 1987/12)\\nJonah Hex: Two Gun Mojo\\nJonah ,2 #21; 1987/12) Jonah Hex: Two Gun Mojo Jonah
3808,race,Asian_Americans,Jonah_Hex,interno_singolo,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,37,TRUE,"2 #1–70; 2005–2011)
Jonah Hex: No Way ",2 #1–70; 2005–2011)\\nJonah Hex: No Way ,2 #1–70; 2005–2011) Jonah Hex: No Way
3809,race,Asian_Americans,Jonah_Hex,interno_singolo,1,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"1) #1–22, March 2014, ISBN 978-1-4012-4106-3)
Jonah ","1) #1–22, March 2014, ISBN 978-1-4012-4106-3)\\nJonah ","1) #1–22, March 2014, ISBN 978-1-4012-4106-3) Jonah"
3815,race,Asian_Americans,Jonah_Hex,interno_singolo,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,36,TRUE,"10 and up
House ads with Jonah Hex's ",10 and up\\nHouse ads with Jonah Hex's ,10 and up House ads with Jonah Hex's
3832,race,Asian_Americans,David_Wong_Louie,interno_singolo,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"181–91
Cynthia Kadohata and David Wong Louie: The Pangs ",181–91\\nCynthia Kadohata and David Wong Louie: The Pangs ,181–91 Cynthia Kadohata and David Wong Louie: The Pangs
3836,race,Asian_Americans,Aimee_Nezhukumatathil,interno_singolo,1,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,60,TRUE,"Aimee Nezhukumatathil.CS1 maint: uses editors parameter
John ",Aimee Nezhukumatathil.CS1 maint: uses editors parameter\\nJohn ,Aimee Nezhukumatathil.CS1 maint: uses editors parameter John
3851,race,Asian_Americans,Bryan_Thao_Worra,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,66,TRUE,"Magazine Interview with Bryan Thao Worra
Saline Reporter Interview ",Magazine Interview with Bryan Thao Worra\\nSaline Reporter Interview ,Magazine Interview with Bryan Thao Worra Saline Reporter Interview
3855,race,Asian_Americans,Jade_Snow_Wong,interno_singolo,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"(book article)
Jade Snow Wong By: Kapai, ","(book article)\\nJade Snow Wong By: Kapai, ","(book article) Jade Snow Wong By: Kapai,"
3856,race,Asian_Americans,Jade_Snow_Wong,interno_singolo,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,64,TRUE,"(dissertation abstract)
Jade Snow Wong's Badge of Distinction in ",(dissertation abstract)\\nJade Snow Wong's Badge of Distinction in ,(dissertation abstract) Jade Snow Wong's Badge of Distinction in
3860,race,Asian_Americans,Judy_Yung,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,58,TRUE,"Judy Yung.CS1 maint: uses editors parameter
The Adventures ",Judy Yung.CS1 maint: uses editors parameter\\nThe Adventures ,Judy Yung.CS1 maint: uses editors parameter The Adventures
3861,race,Asian_Americans,Judy_Yung,interno_singolo,1,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,61,TRUE,"ISBN 978-0-19-973408-5.CS1 maint: uses authors parameter
Judy ",ISBN 978-0-19-973408-5.CS1 maint: uses authors parameter\\nJudy ,ISBN 978-0-19-973408-5.CS1 maint: uses authors parameter Judy
3889,race,Asian_Americans,Spark_Matsunaga,interno_singolo,1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,46,TRUE,"Spark Matsunaga at Find a Grave
Appearances on ",Spark Matsunaga at Find a Grave\\nAppearances on ,Spark Matsunaga at Find a Grave Appearances on
3907,race,Asian_Americans,Edward_Soriano,interno_singolo,1,59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,65,TRUE,"globalsecurity.org.CS1 maint: multiple names: authors list
Edward ",globalsecurity.org.CS1 maint: multiple names: authors list\\nEdward ,globalsecurity.org.CS1 maint: multiple names: authors list Edward
3936,race,Asian_Americans,Ngo_Quang_Truong,interno_multiplo,2,30 | 57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,68,TRUE,"by General Norman Schwarzkopf
Ngo Quang Truong biography
Vietnam War ",by General Norman Schwarzkopf\\nNgo Quang Truong biography\\nVietnam War ,by General Norman Schwarzkopf Ngo Quang Truong biography Vietnam War
3978,race,Asian_Americans,Steven_Chu,interno_consecutivo,2,22 | 23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,57,TRUE,"His nomination reads:

Steven Chu's development of methods ",His nomination reads:\\n\\nSteven Chu's development of methods ,His nomination reads: Steven Chu's development of methods
4014,race,Asian_Americans,Yoichiro_Nambu,interno_multiplo,2,25 | 62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88,87,TRUE,"Biographical Information
Nambu's most-cited scientific papers
Yoichiro Nambu's earliest ",Biographical Information\\nNambu's most-cited scientific papers\\nYoichiro Nambu's earliest ,Biographical Information Nambu's most-cited scientific papers Yoichiro Nambu's earliest
4029,race,Asian_Americans,Nathan_Chen,interno_singolo,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"Figure Skating)
Nathan Chen at the United States ",Figure Skating)\\nNathan Chen at the United States ,Figure Skating) Nathan Chen at the United States
4049,race,Asian_Americans,Michelle_Kwan,interno_singolo,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"Figure Skating
Michelle Kwan at the United States ",Figure Skating\\nMichelle Kwan at the United States ,Figure Skating Michelle Kwan at the United States
5947,race,European_Americans,Herb_Kelleher,interno_multiplo,2,16 | 41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"ISBN 0767901843
Herb Kelleher leadership
How I Built This ",ISBN 0767901843\\nHerb Kelleher leadership\\nHow I Built This ,ISBN 0767901843 Herb Kelleher leadership How I Built This
5980,race,European_Americans,John_Huston,interno_singolo,1,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"Literature on John Huston
John Huston papers, Margaret ","Literature on John Huston\\nJohn Huston papers, Margaret ","Literature on John Huston John Huston papers, Margaret"
5989,race,European_Americans,William_Desmond_Taylor,interno_singolo,1,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"William Desmond Taylor on IMDb
William Desmond Taylor at ",William Desmond Taylor on IMDb\\nWilliam Desmond Taylor at ,William Desmond Taylor on IMDb William Desmond Taylor at
5995,race,European_Americans,Anthony_Kennedy,interno_multiplo,2,31 | 53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,68,TRUE,"Anthony Kennedy at Ballotpedia
Appearances on C-SPAN
Issue positions ",Anthony Kennedy at Ballotpedia\\nAppearances on C-SPAN\\nIssue positions ,Anthony Kennedy at Ballotpedia Appearances on C-SPAN Issue positions
6002,race,European_Americans,Philip_Barry,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"Philip Barry on IMDb
Philip Barry at the ",Philip Barry on IMDb\\nPhilip Barry at the ,Philip Barry on IMDb Philip Barry at the
6003,race,European_Americans,L._Frank_Baum,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"ISBN 0-7006-0832-X
Rogers, Katharine M. L. Frank Baum, ","ISBN 0-7006-0832-X\\nRogers, Katharine M. L. Frank Baum, ","ISBN 0-7006-0832-X Rogers, Katharine M. L. Frank Baum,"
6010,race,European_Americans,Louise_Bogan,interno_consecutivo,2,15 | 16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,54,TRUE,"– Louise Bogan

Though open to interpretation, ""Medusa"" ","– Louise Bogan\\n\\nThough open to interpretation, ""Medusa"" ","– Louise Bogan Though open to interpretation, ""Medusa"""
6011,race,European_Americans,Bill_Bryson,interno_consecutivo,2,36 | 37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,47,TRUE,"His biography at the Society reads:

Bill Bryson ",His biography at the Society reads:\\n\\nBill Bryson ,His biography at the Society reads: Bill Bryson
6016,race,European_Americans,Jack_Kerouac,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"Jack Kerouac on IMDb
Jack Kerouac at the ",Jack Kerouac on IMDb\\nJack Kerouac at the ,Jack Kerouac on IMDb Jack Kerouac at the
6036,race,European_Americans,Billy_Collins,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"New Yorker: Collins' ""Catholicism""
Billy Collins at ","New Yorker: Collins' ""Catholicism""\\nBilly Collins at ","New Yorker: Collins' ""Catholicism"" Billy Collins at"
6040,race,European_Americans,Pat_Conroy,interno_singolo,1,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"Pat Conroy Literary Center
Edwin C. Epps ",Pat Conroy Literary Center\\nEdwin C. Epps ,Pat Conroy Literary Center Edwin C. Epps
6041,race,European_Americans,Pat_Conroy,interno_multiplo,2,19 | 48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"Pat Conroy on IMDb
Excerpts from 1991 interview
Entry ",Pat Conroy on IMDb\\nExcerpts from 1991 interview\\nEntry ,Pat Conroy on IMDb Excerpts from 1991 interview Entry
6050,race,European_Americans,Robert_Fitzgerald,interno_singolo,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Interview from The Poet's Other Voice
Robert Fitzgerald ",Interview from The Poet's Other Voice\\nRobert Fitzgerald ,Interview from The Poet's Other Voice Robert Fitzgerald
6065,race,European_Americans,Fanny_Howe,interno_consecutivo,2,14 | 15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,42,TRUE,"Joshua Glenn:

Fanny Howe isn't part of the ",Joshua Glenn:\\n\\nFanny Howe isn't part of the ,Joshua Glenn: Fanny Howe isn't part of the
6072,race,European_Americans,Susan_Howe,interno_singolo,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,47,TRUE,"Susan Howe audio at PennSound
Susan Howe Page @ ",Susan Howe audio at PennSound\\nSusan Howe Page @ ,Susan Howe audio at PennSound Susan Howe Page @
6114,race,European_Americans,Frank_McCourt,interno_singolo,1,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,52,TRUE,"bartender of renown, dies
Reviews of Frank McCourt's ","bartender of renown, dies\\nReviews of Frank McCourt's ","bartender of renown, dies Reviews of Frank McCourt's"
6133,race,European_Americans,Charles_Olson,interno_singolo,1,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"New York: Viking, 1975 ISBN 0-670-52400-X
Charles Olson ","New York: Viking, 1975 ISBN 0-670-52400-X\\nCharles Olson ","New York: Viking, 1975 ISBN 0-670-52400-X Charles Olson"
6137,race,European_Americans,Charles_Olson,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,46,TRUE,"Retrieved 2010-12-12
Works by or about Charles ",Retrieved 2010-12-12\\nWorks by or about Charles ,Retrieved 2010-12-12 Works by or about Charles
6138,race,European_Americans,Charles_Olson,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,61,TRUE,"Retrieved 2010-12-12
The Charles Olson Research Collection at ",Retrieved 2010-12-12\\nThe Charles Olson Research Collection at ,Retrieved 2010-12-12 The Charles Olson Research Collection at
6139,race,European_Americans,Charles_Olson,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Retrieved 2010-12-12
""Charles Olson in the Tradition of ","Retrieved 2010-12-12\\n""Charles Olson in the Tradition of ","Retrieved 2010-12-12 ""Charles Olson in the Tradition of"
6140,race,European_Americans,Charles_Olson,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Retrieved 2010-12-12
""Charles Olson"", Pennsound, a page ","Retrieved 2010-12-12\\n""Charles Olson"", Pennsound, a page ","Retrieved 2010-12-12 ""Charles Olson"", Pennsound, a page"
6141,race,European_Americans,Charles_Olson,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"Retrieved 2010-12-12
Records of Charles Olson are held ",Retrieved 2010-12-12\\nRecords of Charles Olson are held ,Retrieved 2010-12-12 Records of Charles Olson are held
6163,race,European_Americans,John_Kennedy_Toole,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,47,TRUE,"John Kennedy Toole at Find a Grave
John Kennedy ",John Kennedy Toole at Find a Grave\\nJohn Kennedy ,John Kennedy Toole at Find a Grave John Kennedy
6185,race,European_Americans,Jimmy_Breslin,interno_singolo,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"ASIN: B00704TRH6
1969 World of Jimmy Breslin ",ASIN: B00704TRH6\\n1969 World of Jimmy Breslin ,ASIN: B00704TRH6 1969 World of Jimmy Breslin
6189,race,European_Americans,Neil_Cavuto,interno_multiplo,2,11 | 41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,52,TRUE,"2004-08-31
Neil Cavuto on The Daily Show
Neil Cavuto ",2004-08-31\\nNeil Cavuto on The Daily Show\\nNeil Cavuto ,2004-08-31 Neil Cavuto on The Daily Show Neil Cavuto
6198,race,European_Americans,Tim_Russert,interno_singolo,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"Remembering Tim Russert
Print media's reaction to Russert's ",Remembering Tim Russert\\nPrint media's reaction to Russert's ,Remembering Tim Russert Print media's reaction to Russert's
6199,race,European_Americans,Tim_Russert,interno_singolo,1,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,37,TRUE,"Tim Russert at Find a Grave
A Tribute ",Tim Russert at Find a Grave\\nA Tribute ,Tim Russert at Find a Grave A Tribute
6202,race,European_Americans,Ed_Sullivan,interno_multiplo,2,24 | 44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Ed Sullivan Documentary
Ed Sullivan on IMDb
Ed Sullivan ",Ed Sullivan Documentary\\nEd Sullivan on IMDb\\nEd Sullivan ,Ed Sullivan Documentary Ed Sullivan on IMDb Ed Sullivan
6218,race,European_Americans,Marty_Maher,interno_singolo,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,34,TRUE,"Marty Maher
Martin Maher at Find a ",Marty Maher\\nMartin Maher at Find a ,Marty Maher Martin Maher at Find a
6243,race,European_Americans,James_Buchanan,interno_multiplo,2,51 | 61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,75,TRUE,"University of Virginia article: Buchanan biography
Wheatland
James Buchanan ",University of Virginia article: Buchanan biography\\nWheatland\\nJames Buchanan ,University of Virginia article: Buchanan biography Wheatland James Buchanan
6251,race,European_Americans,Andrew_Johnson,interno_singolo,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"Andrew Johnson National Historic Site
Andrew Johnson: A ",Andrew Johnson National Historic Site\\nAndrew Johnson: A ,Andrew Johnson National Historic Site Andrew Johnson: A
6262,race,European_Americans,Benjamin_Harrison,interno_singolo,1,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,63,TRUE,"Benjamin Harrison: Resource Guide, Library of Congress
Benjamin ","Benjamin Harrison: Resource Guide, Library of Congress\\nBenjamin ","Benjamin Harrison: Resource Guide, Library of Congress Benjamin"
6270,race,European_Americans,Theodore_Roosevelt,interno_singolo,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,66,TRUE,"Almanac of Theodore Roosevelt
Theodore Roosevelt: A Resource Guide ",Almanac of Theodore Roosevelt\\nTheodore Roosevelt: A Resource Guide ,Almanac of Theodore Roosevelt Theodore Roosevelt: A Resource Guide
6287,race,European_Americans,Harry_S._Truman,interno_consecutivo,2,44 | 45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,59,TRUE,"Other sites associated with Truman include:

Harry S. Truman ",Other sites associated with Truman include:\\n\\nHarry S. Truman ,Other sites associated with Truman include: Harry S. Truman
6324,race,European_Americans,Lance_Armstrong,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,48,TRUE,"Lance Armstrong Talks to Oprah oprah.com
Stop at ",Lance Armstrong Talks to Oprah oprah.com\\nStop at ,Lance Armstrong Talks to Oprah oprah.com Stop at
6327,race,European_Americans,Billy_Conn,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,47,TRUE,"Once went rounds with Billy Conn.""
Billy Conn's ","Once went rounds with Billy Conn.""\\nBilly Conn's ","Once went rounds with Billy Conn."" Billy Conn's"
6335,race,European_Americans,Jack_Dempsey,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"Jack Dempsey's New York Restaurant
Nichols, Jeffrey ","Jack Dempsey's New York Restaurant\\nNichols, Jeffrey ","Jack Dempsey's New York Restaurant Nichols, Jeffrey"
6337,race,European_Americans,Jack_Dempsey,interno_singolo,1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,52,TRUE,"Jack Dempsey at Virtual History
Jack Dempsey profile ",Jack Dempsey at Virtual History\\nJack Dempsey profile ,Jack Dempsey at Virtual History Jack Dempsey profile
6352,race,European_Americans,Ben_Hogan,interno_singolo,1,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,41,TRUE,"Company failed late 2016
2017 - Ben Hogan ",Company failed late 2016\\n2017 - Ben Hogan ,Company failed late 2016 2017 - Ben Hogan
6353,race,European_Americans,Ben_Hogan,interno_singolo,1,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"ISBN 0-385-26145-4.CS1 maint: ref=harv
""Ben Hogan: ""Players ","ISBN 0-385-26145-4.CS1 maint: ref=harv\\n""Ben Hogan: ""Players ","ISBN 0-385-26145-4.CS1 maint: ref=harv ""Ben Hogan: ""Players"
6386,race,European_Americans,Kathleen_Willey,interno_singolo,1,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,66,TRUE,"Washington Post, Updated 1998-10-02
Excerpt From Kathleen Willey's ","Washington Post, Updated 1998-10-02\\nExcerpt From Kathleen Willey's ","Washington Post, Updated 1998-10-02 Excerpt From Kathleen Willey's"
6388,race,European_Americans,Paula_Jones,interno_singolo,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,41,TRUE,"Paula Jones on IMDb
Paula Jones' athletic ",Paula Jones on IMDb\\nPaula Jones' athletic ,Paula Jones on IMDb Paula Jones' athletic
6459,race,European_Americans,Ronda_Rousey,interno_singolo,1,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,41,TRUE,"Ronda Rousey at USA Judo
Ohlenkamp, Neil; ","Ronda Rousey at USA Judo\\nOhlenkamp, Neil; ","Ronda Rousey at USA Judo Ohlenkamp, Neil;"
6493,race,European_Americans,Ed_Paschke,interno_singolo,1,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,64,TRUE,"Major exhibitions include:
Ed Paschke: Selected Works 1967–1981, ","Major exhibitions include:\\nEd Paschke: Selected Works 1967–1981, ","Major exhibitions include: Ed Paschke: Selected Works 1967–1981,"
6498,race,European_Americans,Julian_Stanczak,interno_singolo,1,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,56,TRUE,"Julian Stanczak, Retrospective:  1948-1998
Serigraphs and ","Julian Stanczak, Retrospective:  1948-1998\\nSerigraphs and ","Julian Stanczak, Retrospective: 1948-1998 Serigraphs and"
6514,race,European_Americans,Jack_Tworkov,interno_singolo,1,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,52,TRUE,"OCLC: 7607995
Jack Tworkov; Andrew Forge; Solomon R. ",OCLC: 7607995\\nJack Tworkov; Andrew Forge; Solomon R. ,OCLC: 7607995 Jack Tworkov; Andrew Forge; Solomon R.
6515,race,European_Americans,Jack_Tworkov,interno_singolo,1,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,66,TRUE,"ISBN 0-89207-033-1, ISBN 978-0-89207-033-6
Richard Armstrong, Jack ","ISBN 0-89207-033-1, ISBN 978-0-89207-033-6\\nRichard Armstrong, Jack ","ISBN 0-89207-033-1, ISBN 978-0-89207-033-6 Richard Armstrong, Jack"
