"dominio","categoria","entita","n_prompt_entita"
"profession","railway_industry_occupations","Switchman",2
"profession","railway_industry_occupations","Ticket_inspector",1
"profession","railway_industry_occupations","Train_dispatcher",10
"profession","railway_industry_occupations","Traquero",3
"profession","scientific_occupations","Aeronautical_engineer",1
"profession","scientific_occupations","Anthropologist",15
"profession","scientific_occupations","Archaeologist",21
"profession","scientific_occupations","Astronaut",13
"profession","scientific_occupations","Astronomer",11
"profession","scientific_occupations","Biochemist",18
"profession","scientific_occupations","Biologist",20
"profession","scientific_occupations","Biomedical_engineering",8
"profession","scientific_occupations","Biomedical_scientist",9
"profession","scientific_occupations","Botanist",4
"profession","scientific_occupations","Bruce_McCandless_II",1
"profession","scientific_occupations","Calculus",29
"profession","scientific_occupations","Chemical_engineer",6
"profession","scientific_occupations","Chemist",37
"profession","scientific_occupations","Clinical_pharmaceutical_scientist",11
"profession","scientific_occupations","Computational_scientist",3
"profession","scientific_occupations","Data",26
"profession","scientific_occupations","Demographic_marketer",1
"profession","scientific_occupations","Diplomatic_mission",12
"profession","scientific_occupations","Ecologist",11
"profession","scientific_occupations","Economist",10
"profession","scientific_occupations","Educational_technologist",2
"profession","scientific_occupations","Electrical_engineering",9
"profession","scientific_occupations","Embassy",7
"profession","scientific_occupations","Engineering_technician",11
"profession","scientific_occupations","Engineering_technologist",18
"profession","scientific_occupations","Forensic_scientist",3
"profession","scientific_occupations","Gentleman_scientist",1
"profession","scientific_occupations","Geographer",11
"profession","scientific_occupations","Geologist",9
"profession","scientific_occupations","Geoprofessions",1
"profession","scientific_occupations","Government_scientist",2
"profession","scientific_occupations","Historian",15
"profession","scientific_occupations","Hobby",16
"profession","scientific_occupations","I._Bernard_Cohen",1
"profession","scientific_occupations","Inventor",2
"profession","scientific_occupations","Isaac_Newton",5
"profession","scientific_occupations","Lists_of_occupations",1
"profession","scientific_occupations","Manned_Maneuvering_Unit",2
"profession","scientific_occupations","Mathematician",13
"profession","scientific_occupations","Mathematics",33
"profession","scientific_occupations","Mechanical_engineering",14
"profession","scientific_occupations","Medical_laboratory_scientist",11
"profession","scientific_occupations","Microbiologist",11
"profession","scientific_occupations","National_Institutes_of_Health",1
"profession","scientific_occupations","Natural_philosophy",9
"profession","scientific_occupations","Neuroscientist",20
"profession","scientific_occupations","Number",63
"profession","scientific_occupations","Oceanographer",1
"profession","scientific_occupations","Paleontologist",3
"profession","scientific_occupations","Pathology",31
"profession","scientific_occupations","Petrochemical",10
"profession","scientific_occupations","Petroleum_geologist",4
"profession","scientific_occupations","Physicist",4
"profession","scientific_occupations","Political_scientist",9
"profession","scientific_occupations","Private_income",1
"profession","scientific_occupations","Psychologist",22
"profession","scientific_occupations","Quantity",8
"profession","scientific_occupations","Research_fellow",10
"profession","scientific_occupations","Science",37
"profession","scientific_occupations","Scientist",13
"profession","scientific_occupations","Sociologist",18
"profession","scientific_occupations","Space",34
"profession","scientific_occupations","Space_Shuttle",19
"profession","scientific_occupations","Space_Shuttle_Challenger",1
"profession","scientific_occupations","Statistician",2
"profession","scientific_occupations","Structure",22
"profession","scientific_occupations","University_of_California_Press",4
"profession","scientific_occupations","Urban_planner",13
"profession","sewing_occupations","Backstitch",3
"profession","sewing_occupations","Bar_tack",5
"profession","sewing_occupations","Bernina_International",1
"profession","sewing_occupations","Bias_tape",5
"profession","sewing_occupations","Blanket_stitch",2
"profession","sewing_occupations","Blind_stitch",4
"profession","sewing_occupations","Bobbin",11
"profession","sewing_occupations","Bookbinding",12
"profession","sewing_occupations","Brother_Industries",2
"profession","sewing_occupations","Buckle",22
"profession","sewing_occupations","Burda_Style",1
"profession","sewing_occupations","Butterick_Publishing_Company",1
"profession","sewing_occupations","Buttonhole",11
"profession","sewing_occupations","Buttonhole_stitch",5
"profession","sewing_occupations","Chain_stitch",7
"profession","sewing_occupations","Cloth_merchant",3
"profession","sewing_occupations","Clothkits",2
"profession","sewing_occupations","Collar_stay",4
"profession","sewing_occupations","Cordwainer",7
"profession","sewing_occupations","Corset",56
"profession","sewing_occupations","Cross-stitch",22
"profession","sewing_occupations","Darning",12
"profession","sewing_occupations","Dress_form",8
"profession","sewing_occupations","Dressmaker",4
"profession","sewing_occupations","Elias_Howe",3
"profession","sewing_occupations","Embellishment",1
"profession","sewing_occupations","Embroidery",22
"profession","sewing_occupations","Embroidery_stitch",3
"profession","sewing_occupations","Fabric_tube_turning",1
"profession","sewing_occupations","Felled_seam",2
"profession","sewing_occupations","Floating_canvas",4
"profession","sewing_occupations","Galloon",3
"profession","sewing_occupations","Glove",58
"profession","sewing_occupations","Grommet",10
"profession","sewing_occupations","Gusset",8
"profession","sewing_occupations","Haberdasher",4
"profession","sewing_occupations","Hatter",1
"profession","sewing_occupations","Heirloom_sewing",2
"profession","sewing_occupations","Hemstitch",4
"profession","sewing_occupations","Hook-and-eye_closure",1
"profession","sewing_occupations","Hook-and-loop_fastener",2
"profession","sewing_occupations","Interfacing",6
"profession","sewing_occupations","Janome",3
"profession","sewing_occupations","Jones_Sewing_Machine_Company",1
"profession","sewing_occupations","Juki",4
"profession","sewing_occupations","Leather_crafting",1
"profession","sewing_occupations","Lockstitch",7
"profession","sewing_occupations","Mercery",1
"profession","sewing_occupations","Merrow_Sewing_Machine_Company",1
"profession","sewing_occupations","Neckline",9
"profession","sewing_occupations","Needle_threader",2
"profession","sewing_occupations","Needlecase",9
"profession","sewing_occupations","Overlock",10
"profession","sewing_occupations","Pad_stitch",4
"profession","sewing_occupations","Parachute_rigger",12
"profession","sewing_occupations","Passementerie",1
"profession","sewing_occupations","Pattern_notcher",1
"profession","sewing_occupations","Pfaff",5
"profession","sewing_occupations","Pick_stitch",5
"profession","sewing_occupations","Pin",8
"profession","sewing_occupations","Pincushion",5
"profession","sewing_occupations","Pinking_shears",3
"profession","sewing_occupations","Quilting",30
"profession","sewing_occupations","Rantering",3
"profession","sewing_occupations","Rickrack",5
"profession","sewing_occupations","Ruffle",4
"profession","sewing_occupations","Running_stitch",6
"profession","sewing_occupations","Sailmaker",7
"profession","sewing_occupations","Sashiko",6
"profession","sewing_occupations","Scissors",28
"profession","sewing_occupations","Seam_allowance",2
"profession","sewing_occupations","Seam_ripper",1
"profession","sewing_occupations","Self-fabric",2
"profession","sewing_occupations","Selvage",26
"profession","sewing_occupations","Sewing",20
"profession","sewing_occupations","Sewing_gauge",1
"profession","sewing_occupations","Sewing_machine",22
"profession","sewing_occupations","Sewing_needle",5
"profession","sewing_occupations","Sewmor",1
"profession","sewing_occupations","Shirring",1
"profession","sewing_occupations","Shoemaking",4
"profession","sewing_occupations","Simplicity_Pattern",2
"profession","sewing_occupations","Singer_Corporation",1
"profession","sewing_occupations","Snap_fastener",3
"profession","sewing_occupations","Soutache",5
"profession","sewing_occupations","Stitching_awl",2
"profession","sewing_occupations","Style_line",1
"profession","sewing_occupations","Tailor",20
"profession","sewing_occupations","Tape_edge_machine",1
"profession","sewing_occupations","Tape_measure",15
"profession","sewing_occupations","Taxidermy",17
"profession","sewing_occupations","Textile",20
"profession","sewing_occupations","Thimble",27
"profession","sewing_occupations","Topstitch",4
"profession","sewing_occupations","Tracing_paper",5
"profession","sewing_occupations","Tracing_wheel",2
"profession","sewing_occupations","Twill_tape",2
"profession","sewing_occupations","Upholstery",5
"profession","sewing_occupations","VSM_Group",3
"profession","sewing_occupations","White_Sewing_Machine_Company",2
"profession","sewing_occupations","William_L._Grout",2
"profession","sewing_occupations","Yarn",28
"profession","sewing_occupations","Zigzag_stitch",2
"profession","sewing_occupations","Zipper",50
"profession","theatre_personnel","Actor",32
"profession","theatre_personnel","Artistic_director",14
"profession","theatre_personnel","Audio_engineer",18
"profession","theatre_personnel","Augustan_drama",3
"profession","theatre_personnel","Ballet",32
"profession","theatre_personnel","Character_actor",15
"profession","theatre_personnel","Charge_artist",4
"profession","theatre_personnel","Chinese_opera",4
"profession","theatre_personnel","Choreographer",1
"profession","theatre_personnel","Company_management",1
"profession","theatre_personnel","Composer",40
"profession","theatre_personnel","Costume_Designer",4
"profession","theatre_personnel","Costume_designer",4
"profession","theatre_personnel","Curtain_Call",2
"profession","theatre_personnel","Dancer",9
"profession","theatre_personnel","Director_of_development",3
"profession","theatre_personnel","Drama",18
"profession","theatre_personnel","Dramaturge",3
"profession","theatre_personnel","English_Renaissance_theatre",2
"profession","theatre_personnel","Fly_crew",2
"profession","theatre_personnel","Front_of_house",5
"profession","theatre_personnel","History_of_theatre",2
"profession","theatre_personnel","House_management",3
"profession","theatre_personnel","Improvisational_theatre",5
"profession","theatre_personnel","Janitor",4
"profession","theatre_personnel","Light_board_operator",6
"profession","theatre_personnel","Lighting_design",5
"profession","theatre_personnel","Lighting_designer",8
"profession","theatre_personnel","Lighting_technician",9
"profession","theatre_personnel","Master_electrician",2
"profession","theatre_personnel","Medieval_theatre",3
"profession","theatre_personnel","Melodrama",35
"profession","theatre_personnel","Modernism",28
"profession","theatre_personnel","Movement_director",8
"profession","theatre_personnel","Music_director",7
"profession","theatre_personnel","Musical_ensemble",1
"profession","theatre_personnel","Musical_theatre",10
"profession","theatre_personnel","Musician",6
"profession","theatre_personnel","Neoclassicism",13
"profession","theatre_personnel","Nineteenth-century_theatre",1
"profession","theatre_personnel","Opera",98
"profession","theatre_personnel","Orchestra",63
"profession","theatre_personnel","Pantomime_dame",4
"profession","theatre_personnel","Performance",15
"profession","theatre_personnel","Persian_theatre",1
"profession","theatre_personnel","Playwright",5
"profession","theatre_personnel","Postmodern_theatre",3
"profession","theatre_personnel","Property_master",5
"profession","theatre_personnel","Publicist",24
"profession","theatre_personnel","Pyrotechnician",5
"profession","theatre_personnel","Ramakien",5
"profession","theatre_personnel","Rehearsal",24
"profession","theatre_personnel","Restoration_comedy",3
"profession","theatre_personnel","Romanticism",33
"profession","theatre_personnel","Running_crew",2
"profession","theatre_personnel","Scenic_design",6
"profession","theatre_personnel","Scenic_designer",5
"profession","theatre_personnel","Scenographer",2
"profession","theatre_personnel","Scenography",7
"profession","theatre_personnel","Set_construction",2
"profession","theatre_personnel","Sound_Designer",12
"profession","theatre_personnel","Sound_design",21
"profession","theatre_personnel","Spotlight_operator",1
"profession","theatre_personnel","Stage_management",6
"profession","theatre_personnel","Stage_manager",10
"profession","theatre_personnel","Stagecraft",5
"profession","theatre_personnel","Stagehand",10
"profession","theatre_personnel","Technical_crew",2
"profession","theatre_personnel","Technical_director",7
"profession","theatre_personnel","Technical_rehearsal",1
"profession","theatre_personnel","Technical_week",2
"profession","theatre_personnel","Theater_manager",1
"profession","theatre_personnel","Theatre",26
"profession","theatre_personnel","Theatre_director",4
"profession","theatre_personnel","Theatre_in_India",4
"profession","theatre_personnel","Theatre_of_ancient_Rome",1
"profession","theatre_personnel","Theatrical_Technician",3
"profession","theatre_personnel","Theatrical_constraints",1
"profession","theatre_personnel","Theatrical_producer",1
"profession","theatre_personnel","Theatrical_superstitions",1
"profession","theatre_personnel","Theatrical_technician",3
"profession","theatre_personnel","Tragedy",18
"profession","theatre_personnel","Twentieth-century_theatre",1
"profession","theatre_personnel","Video_design",5
"profession","theatre_personnel","Wardrobe_supervisor",9
"profession","theatre_personnel","Weimar_Classicism",3
"profession","writing_occupations","Author",20
"profession","writing_occupations","Blog",86
"profession","writing_occupations","Commissioning_editor",5
"profession","writing_occupations","Copy_editor",23
"profession","writing_occupations","Creative_consultant",3
"profession","writing_occupations","Dog_writer",1
"profession","writing_occupations","Freelancer",11
"profession","writing_occupations","Ghostwriter",23
"profession","writing_occupations","Hack_writer",4
"profession","writing_occupations","Infopreneur",11
"profession","writing_occupations","Journalist",6
"profession","writing_occupations","List_of_writing_occupations",1
"profession","writing_occupations","Literary_editor",2
"profession","writing_occupations","Manuscript_format",2
"profession","writing_occupations","Medical_writing",6
"profession","writing_occupations","Novelist",20
"profession","writing_occupations","Review",30
"profession","writing_occupations","Screenwriter",9
"profession","writing_occupations","Scribe",25
"profession","writing_occupations","Script_coordinator",7
"profession","writing_occupations","Script_doctor",3
"profession","writing_occupations","Scrivener",5
"profession","writing_occupations","Songwriter",15
"profession","writing_occupations","Speechwriter",15
"profession","writing_occupations","Staff_writer",2
"profession","writing_occupations","Technical_writer",30
"profession","writing_occupations","Website_content_writer",2
"profession","writing_occupations","Writer",54
"race","African_Americans","A._Philip_Randolph",11
"race","African_Americans","Aaron_Hicks",1
"race","African_Americans","Aaron_Pryor",1
"race","African_Americans","Adam_Clayton_Powell_Jr.",2
"race","African_Americans","Ajiona_Alexus",1
"race","African_Americans","Al_Bumbry",1
"race","African_Americans","Al_Green",2
"race","African_Americans","Al_Haymon",1
"race","African_Americans","Al_Joyner",1
"race","African_Americans","Al_Sharpton",2
"race","African_Americans","Al_Young",1
"race","African_Americans","Albert_Collins",1
"race","African_Americans","Albert_King",1
"race","African_Americans","Alex_Haley",3
"race","African_Americans","Alexander_Crummell",5
"race","African_Americans","Alfre_Woodard",1
"race","African_Americans","Alice_Coltrane",5
"race","African_Americans","Alice_Walker",4
"race","African_Americans","Allen_Payne",1
"race","African_Americans","Alma_Thomas",4
"race","African_Americans","Althea_Gibson",4
"race","African_Americans","Alton_Abraham",1
"race","African_Americans","Alvin_Childress",1
"race","African_Americans","Alvin_Harrison",2
"race","African_Americans","Amelia_Boynton_Robinson",2
"race","African_Americans","Amiri_Baraka",1
"race","African_Americans","Amzie_Moore",1
"race","African_Americans","Andre_Cason",1
"race","African_Americans","Andre_Williams",3
"race","African_Americans","Andrew_Young",5
"race","African_Americans","Angela_Davis",6
"race","African_Americans","Angela_Rye",1
"race","African_Americans","Anika_Noni_Rose",1
"race","African_Americans","Anita_Baker",1
"race","African_Americans","Anita_Hill",5
"race","African_Americans","Anne_Moody",2
"race","African_Americans","Anthony_Anderson",1
"race","African_Americans","Anthony_Mackie",1
"race","African_Americans","Archie_Moore",6
"race","African_Americans","Archie_Williams",1
"race","African_Americans","Arna_Bontemps",1
"race","African_Americans","Arthur_Ashe",7
"race","African_Americans","Arthur_Jafa",3
"race","African_Americans","Artur_Davis",1
"race","African_Americans","Augustus_Tolton",3
"race","African_Americans","B._Kwaku_Duren",1
"race","African_Americans","Baby_Dodds",5
"race","African_Americans","Baltimore_Ravens",3
"race","African_Americans","Barbara_Jordan",3
"race","African_Americans","Barbara_Lynn",1
"race","African_Americans","Barry_Jenkins",2
"race","African_Americans","Barry_Larkin",2
"race","African_Americans","Barry_Sanders",3
"race","African_Americans","Barry_White",2
"race","African_Americans","Bayard_Rustin",10
"race","African_Americans","Beau_Jack",1
"race","African_Americans","Ben_Vereen",1
"race","African_Americans","Benjamin_Hooks",1
"race","African_Americans","Benny_Golson",1
"race","African_Americans","Bernard_Lafayette",4
"race","African_Americans","Berry_Gordy",7
"race","African_Americans","Bessie_Smith",10
"race","African_Americans","Betty_Carter",4
"race","African_Americans","Betty_Everett",1
"race","African_Americans","Betty_McGlown",2
"race","African_Americans","Betty_Shabazz",6
"race","African_Americans","Bettye_LaVette",2
"race","African_Americans","Bill_Robinson",3
"race","African_Americans","Bill_Russell",5
"race","African_Americans","Billie_Holiday",4
"race","African_Americans","Billy_Eckstine",2
"race","African_Americans","Billy_Knight",1
"race","African_Americans","Billy_Paul",7
"race","African_Americans","Billy_Strayhorn",1
"race","African_Americans","Billy_Taylor",2
"race","African_Americans","Black_Hebrew_Israelites",4
"race","African_Americans","Blind_Blake",1
"race","African_Americans","Bob_Beamon",1
"race","African_Americans","Bobby_Bland",1
"race","African_Americans","Bobby_Bonds",1
"race","African_Americans","Bobby_Hutton",1
"race","African_Americans","Bobby_Short",1
"race","African_Americans","Bobby_Womack",3
"race","African_Americans","Bootsy_Collins",1
"race","African_Americans","Brian_Michael_Smith",1
"race","African_Americans","Bruce_Brown_Jr.",1
"race","African_Americans","Bruce_Darnell",1
"race","African_Americans","Bryan_Shelton",1
"race","African_Americans","Bryan_Stevenson",1
"race","African_Americans","Buddy_Bolden",5
"race","African_Americans","Bunchy_Carter",1
"race","African_Americans","Butch_Beard",1
"race","African_Americans","Butch_Reynolds",1
"race","African_Americans","C._L._Franklin",2
"race","African_Americans","C._T._Vivian",2
"race","African_Americans","Cab_Calloway",5
"race","African_Americans","Caleb_Swanigan",1
"race","African_Americans","Candace_Owens",1
"race","African_Americans","Carey_Bell",1
"race","African_Americans","Carl_Crawford",1
"race","African_Americans","Carl_Lewis",1
"race","African_Americans","Carl_Weathersby",1
"race","African_Americans","Carmelo_Anthony",2
"race","African_Americans","Chanda_Rubin",1
"race","African_Americans","Charles_Evers",1
"race","African_Americans","Charles_Kenzie_Steele",1
"race","African_Americans","Charles_Michael_Davis",1
"race","African_Americans","Charles_Oakley",1
"race","African_Americans","Charles_Sherrod",9
"race","African_Americans","Charles_Steele_Jr.",1
"race","African_Americans","Charlie_Christian",5
"race","African_Americans","Charlie_Murphy",1
"race","African_Americans","Charlie_Parker",5
"race","African_Americans","Charlotte_Hornets",2
"race","African_Americans","Cheryl_Lynn",1
"race","African_Americans","China_Anne_McClain",1
"race","African_Americans","Chris_Brown",2
"race","African_Americans","Chris_Rock",2
"race","African_Americans","Chris_Webber",2
"race","African_Americans","Christian_Coleman",1
"race","African_Americans","Christiana_Carteaux_Bannister",4
"race","African_Americans","Chubby_Checker",4
"race","African_Americans","Chuck_Brown",2
"race","African_Americans","Chuck_Jackson",2
"race","African_Americans","Cito_Gaston",1
"race","African_Americans","Clarence_Thomas",2
"race","African_Americans","Clark_Terry",8
"race","African_Americans","Claudette_Colvin",5
"race","African_Americans","Cliff_Alexander",1
"race","African_Americans","Clifford_Brown",6
"race","African_Americans","Clifton_Powell",1
"race","African_Americans","Cocoa_Brown",1
"race","African_Americans","Coleman_Hawkins",1
"race","African_Americans","Collin_Sexton",1
"race","African_Americans","Conrad_Lynn",2
"race","African_Americans","Cora_Ann_Pair_Thomas",1
"race","African_Americans","Coretta_Scott_King",5
"race","African_Americans","Corey_Reynolds",1
"race","African_Americans","Curt_Flood",3
"race","African_Americans","Curt_Menefee",1
"race","African_Americans","Curtis_W._Harris",1
"race","African_Americans","Cyrus_Chestnut",1
"race","African_Americans","Damon_Harris",2
"race","African_Americans","Daniel_Cormier",2
"race","African_Americans","Danny_Glover",1
"race","African_Americans","Danny_Harris",1
"race","African_Americans","Darryl_M._Bell",1
"race","African_Americans","Daryl_Coley",3
"race","African_Americans","Dave_Henderson",1
"race","African_Americans","David_Alan_Grier",2
"race","African_Americans","David_Fagen",1
"race","African_Americans","David_Ruffin",2
"race","African_Americans","David_Swerdlick",1
"race","African_Americans","DeAndre_Jordan",1
"race","African_Americans","Debbie_Allen",2
"race","African_Americans","Dee_Dee_Bridgewater",1
"race","African_Americans","Deitrick_Haddon",1
"race","African_Americans","Dej_Loaf",1
"race","African_Americans","Denise_Nicholas",1
"race","African_Americans","Denmark_Vesey",10
"race","African_Americans","Dennis_Edwards",1
"race","African_Americans","Dennis_Haysbert",1
"race","African_Americans","Deon_Cole",1
"race","African_Americans","Deshaun_Watson",1
"race","African_Americans","Deshauna_Barber",1
"race","African_Americans","Deval_Patrick",1
"race","African_Americans","Devon_Alexander",3
"race","African_Americans","Deyonta_Davis",1
"race","African_Americans","Diahann_Carroll",3
"race","African_Americans","Diana_Ross",6
"race","African_Americans","Diane_Nash",1
"race","African_Americans","Dianne_Reeves",1
"race","African_Americans","Dick_Allen",5
"race","African_Americans","Dick_Gregory",4
"race","African_Americans","Dinah_Washington",1
"race","African_Americans","Dionne_Warwick",2
"race","African_Americans","Dizzy_Gillespie",1
"race","African_Americans","Don_Buford",3
"race","African_Americans","Donald_Byrd",1
"race","African_Americans","Donna_Summer",2
"race","African_Americans","Donny_Hathaway",2
"race","African_Americans","Dorian_Harewood",1
"race","African_Americans","Dorothy_Cotton",1
"race","African_Americans","Dorothy_Height",3
"race","African_Americans","Dorothy_West",4
"race","African_Americans","Doug_Glanville",2
"race","African_Americans","Douglas_Wilder",3
"race","African_Americans","Dr._Dre",48
"race","African_Americans","Draya_Michele",1
"race","African_Americans","Duke_Ellington",5
"race","African_Americans","Dustin_Byfuglien",1
"race","African_Americans","Dwayne_Bacon",2
"race","African_Americans","Dwayne_Haskins",1
"race","African_Americans","E._D._Nixon",1
"race","African_Americans","Earl_Hines",9
"race","African_Americans","Earl_Monroe",2
"race","African_Americans","Eartha_Kitt",3
"race","African_Americans","Ed_Bradley",1
"race","African_Americans","Eddie_Floyd",2
"race","African_Americans","Eddie_Kendricks",2
"race","African_Americans","Eddie_Levert",2
"race","African_Americans","Eddie_Murphy",2
"race","African_Americans","Eddie_Tolan",1
"race","African_Americans","Edmond_Hall",3
"race","African_Americans","Edwin_Moses",1
"race","African_Americans","Elbert_Howard",1
"race","African_Americans","Elizabeth_Freeman",2
"race","African_Americans","Ella_Baker",7
"race","African_Americans","Ella_Fitzgerald",4
"race","African_Americans","Emmett_Till",17
"race","African_Americans","Eric_Bledsoe",1
"race","African_Americans","Eric_Holder",2
"race","African_Americans","Eric_Snow",1
"race","African_Americans","Erica_Campbell",1
"race","African_Americans","Erica_Hunt",1
"race","African_Americans","Erik_Kynard",1
"race","African_Americans","Ernie_Hudson",2
"race","African_Americans","Erykah_Badu",2
"race","African_Americans","Etta_James",2
"race","African_Americans","Evelyn_Simpson_Curenton",1
"race","African_Americans","Fannie_Lee_Chaney",1
"race","African_Americans","Fannie_Lou_Hamer",10
"race","African_Americans","Flip_Wilson",2
"race","African_Americans","Flo_Rida",19
"race","African_Americans","Florynce_Kennedy",2
"race","African_Americans","Floyd_Mayweather_Jr.",2
"race","African_Americans","Floyd_McKissick",1
"race","African_Americans","Floyd_Patterson",2
"race","African_Americans","Fox_NFL_Sunday",6
"race","African_Americans","Frances_Harper",1
"race","African_Americans","Frank_Marshall_Davis",3
"race","African_Americans","Frank_Ocean",5
"race","African_Americans","Frank_Robinson",1
"race","African_Americans","Frankie_Beverly",1
"race","African_Americans","Frankie_Muse_Freeman",1
"race","African_Americans","Franklin_McCain",1
"race","African_Americans","Fred_Hampton",11
"race","African_Americans","Fred_Shuttlesworth",2
"race","African_Americans","Frederick_Douglass",34
"race","African_Americans","Fredricka_Whitfield",1
"race","African_Americans","Gabriel_Prosser",1
"race","African_Americans","Gary_Anthony_Williams",2
"race","African_Americans","Gary_Payton",2
"race","African_Americans","Gene_Anthony_Ray",1
"race","African_Americans","Gene_Baker",1
"race","African_Americans","George_Foreman",7
"race","African_Americans","George_Gervin",2
"race","African_Americans","George_Raymond",1
"race","African_Americans","George_Taliaferro",1
"race","African_Americans","George_Washington_Carver",14
"race","African_Americans","Gerald_Coleman",2
"race","African_Americans","Gladys_Knight",6
"race","African_Americans","Glenn_Braggs",1
"race","African_Americans","Gloria_Blackwell",2
"race","African_Americans","Gloria_Richardson",8
"race","African_Americans","Golden_Brooks",1
"race","African_Americans","Gordon_Davis",2
"race","African_Americans","Grant_Hill",1
"race","African_Americans","Gregory_Hines",1
"race","African_Americans","Grover_Washington_Jr.",2
"race","African_Americans","Gucci_Mane",43
"race","African_Americans","Gwendolyn_B._Bennett",1
"race","African_Americans","Gwendolyn_Brooks",1
"race","African_Americans","Hank_Aaron",7
"race","African_Americans","Hank_Jones",3
"race","African_Americans","Harlem_Renaissance",17
"race","African_Americans","Harold_Baines",1
"race","African_Americans","Harold_Varner_III",1
"race","African_Americans","Harriet_Tubman",4
"race","African_Americans","Harriette_Moore",1
"race","African_Americans","Harry_T._Moore",3
"race","African_Americans","Helen_Elsie_Austin",1
"race","African_Americans","Henriette_DeLille",1
"race","African_Americans","Henry_Carr",3
"race","African_Americans","Henry_Highland_Garnet",2
"race","African_Americans","Herschel_Walker",1
"race","African_Americans","Hill_Harper",2
"race","African_Americans","Horace_Silver",1
"race","African_Americans","Hosea_Williams",2
"race","African_Americans","Howard_Rollins",1
"race","African_Americans","Ida_B._Wells",3
"race","African_Americans","Ike_Turner",4
"race","African_Americans","Ira_Aldridge",8
"race","African_Americans","Isaac_Hayes",4
"race","African_Americans","Isabel_Sanford",1
"race","African_Americans","Isaiah_Canaan",1
"race","African_Americans","Ishmael_Reed",12
"race","African_Americans","Ivan_Dixon",1
"race","African_Americans","Ivie_Anderson",1
"race","African_Americans","J._Cole",4
"race","African_Americans","Jackie_Bradley_Jr.",1
"race","African_Americans","Jackie_Robinson",4
"race","African_Americans","Jacob_Lawrence",5
"race","African_Americans","Jalen_Rose",1
"race","African_Americans","Jamaal_Wilkes",3
"race","African_Americans","James_Baldwin",3
"race","African_Americans","James_Baskett",1
"race","African_Americans","James_Bevel",1
"race","African_Americans","James_Blackmon_Jr.",1
"race","African_Americans","James_Brown",15
"race","African_Americans","James_Chaney",1
"race","African_Americans","James_Cleveland",2
"race","African_Americans","James_Cotton",3
"race","African_Americans","James_E._Hinton",2
"race","African_Americans","James_Farmer",3
"race","African_Americans","James_Forman",2
"race","African_Americans","James_Ingram",1
"race","African_Americans","James_Meredith",2
"race","African_Americans","James_Weldon_Johnson",6
"race","African_Americans","Jamie_Foxx",2
"race","African_Americans","Janet_Jackson",3
"race","African_Americans","Janks_Morton",1
"race","African_Americans","Jaren_Jackson",1
"race","African_Americans","Jarmere_Jenkins",1
"race","African_Americans","Jarrett_Allen",1
"race","African_Americans","Jarrett_Culver",1
"race","African_Americans","Jasmine_Guy",1
"race","African_Americans","Jason_Heyward",1
"race","African_Americans","Jay_Rock",6
"race","African_Americans","Jean_Terrell",1
"race","African_Americans","Jennifer_Beals",1
"race","African_Americans","Jennifer_Hudson",3
"race","African_Americans","Jermaine_Jackson",2
"race","African_Americans","Jerry_Butler",2
"race","African_Americans","Jerry_Reese",1
"race","African_Americans","Jerry_Rice",1
"race","African_Americans","Jesse_Jackson",5
"race","African_Americans","Jesse_Owens",4
"race","African_Americans","Jevon_Carter",1
"race","African_Americans","Jhene_Aiko",1
"race","African_Americans","Jim_Brown",2
"race","African_Americans","Jim_Gilliam",2
"race","African_Americans","Jimi_Hendrix",5
"race","African_Americans","Jimmy_Butler",1
"race","African_Americans","Jimmy_Hamilton",1
"race","African_Americans","Jimmy_Reed",1
"race","African_Americans","Jimmy_Scott",2
"race","African_Americans","Jo_Ann_Robinson",3
"race","African_Americans","Jo_Marie_Payton",2
"race","African_Americans","Joe_Black",1
"race","African_Americans","Joe_Budden",2
"race","African_Americans","Joe_Frazier",4
"race","African_Americans","Joe_Louis",4
"race","African_Americans","Joe_McPhee",1
"race","African_Americans","John_Coltrane",4
"race","African_Americans","John_David_Washington",1
"race","African_Americans","John_Edgar_Wideman",9
"race","African_Americans","John_Henry_Lewis",1
"race","African_Americans","John_Lee_Hooker",1
"race","African_Americans","John_Legend",5
"race","African_Americans","John_Salley",3
"race","African_Americans","John_Singleton",1
"race","African_Americans","Johnnie_Cochran",2
"race","African_Americans","Johnny_Ace",2
"race","African_Americans","Johnny_Dodds",1
"race","African_Americans","Johnny_Griffin",1
"race","African_Americans","Johnny_Mathis",3
"race","African_Americans","Jon_Hendricks",1
"race","African_Americans","Jordan_Emanuel",1
"race","African_Americans","Jordan_Greenway",1
"race","African_Americans","Josephine_St._Pierre_Ruffin",2
"race","African_Americans","Juanita_Moore",1
"race","African_Americans","Julius_Lester",1
"race","African_Americans","Junior_Wells",1
"race","African_Americans","Jussie_Smollett",1
"race","African_Americans","Justin_Bailey",1
"race","African_Americans","Justin_Gatlin",1
"race","African_Americans","Justin_Morrison",1
"race","African_Americans","K._C._Jones",1
"race","African_Americans","Kadeem_Hardison",1
"race","African_Americans","Kam_Franklin",1
"race","African_Americans","Karl_Malone",3
"race","African_Americans","Kathleen_Cleaver",1
"race","African_Americans","Katrina_Adams",1
"race","African_Americans","Kehinde_Wiley",2
"race","African_Americans","Keith_David",2
"race","African_Americans","Keke_Palmer",1
"race","African_Americans","Kellie_Shanygne_Williams",1
"race","African_Americans","Ken_Foree",2
