"dominio","categoria","prompt","prompt_per_generazione","prompt_pulito","is_duplicato_cross_categoria","outlier_lunghezza","ultima_parola_sospetta","flag_qualita_strutturale"
"profession","sewing_occupations","Scuba diving gloves:
Cotton gloves; good abrasion, ","Scuba diving gloves: Cotton gloves; good abrasion, ","Scuba diving gloves: Cotton gloves; good abrasion,",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","PPE places gloves into three categories:

Minimal ","PPE places gloves into three categories:  Minimal ","PPE places gloves into three categories: Minimal",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","""Women’s work: social relations of ","""Women’s work: social relations of ","""Women’s work: social relations of",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Threaded backstitch
Pekinese stitch, a looped interlaced ","Threaded backstitch Pekinese stitch, a looped interlaced ","Threaded backstitch Pekinese stitch, a looped interlaced",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Chain stitch is an ancient craft – ","Chain stitch is an ancient craft – ","Chain stitch is an ancient craft –",FALSE,FALSE,TRUE,FALSE
"profession","sewing_occupations","Though ""serging” technically refers to overlocking ","Though ""serging” technically refers to overlocking ","Though ""serging” technically refers to overlocking",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","A rantering stitch would also be ","A rantering stitch would also be ","A rantering stitch would also be",FALSE,FALSE,TRUE,FALSE
"profession","sewing_occupations","Also known as Carmen neckline)these are ","Also known as Carmen neckline)these are ","Also known as Carmen neckline)these are",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","A small grommet may also be ","A small grommet may also be ","A small grommet may also be",FALSE,FALSE,TRUE,FALSE
"profession","sewing_occupations","Interfacings can be used to:
stiffen or ","Interfacings can be used to: stiffen or ","Interfacings can be used to: stiffen or",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","This sort of buckle may be ","This sort of buckle may be ","This sort of buckle may be",FALSE,FALSE,TRUE,FALSE
"profession","sewing_occupations","Zippers may:

increase or decrease the size ","Zippers may:  increase or decrease the size ","Zippers may: increase or decrease the size",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Esquire declared the zipper the ""Newest ","Esquire declared the zipper the ""Newest ","Esquire declared the zipper the ""Newest",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Metal zippers  are the classic ","Metal zippers  are the classic ","Metal zippers are the classic",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Plastic-molded zippers  are identical to ","Plastic-molded zippers  are identical to ","Plastic-molded zippers are identical to",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Open-ended zippers  use a box ","Open-ended zippers  use a box ","Open-ended zippers use a box",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Two way open-ended zippers  Instead of ","Two way open-ended zippers  Instead of ","Two way open-ended zippers Instead of",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Two way closed-ended zippers  are ","Two way closed-ended zippers  are ","Two way closed-ended zippers are",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Magnetic zippers  allow for one-handed ","Magnetic zippers  allow for one-handed ","Magnetic zippers allow for one-handed",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","In industry the selvage may be ","In industry the selvage may be ","In industry the selvage may be",FALSE,FALSE,TRUE,FALSE
"profession","sewing_occupations","implants), geotextiles, agrotextiles, protective clothing ","implants), geotextiles, agrotextiles, protective clothing ","implants), geotextiles, agrotextiles, protective clothing",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Coloured designs in textiles can be ","Coloured designs in textiles can be ","Coloured designs in textiles can be",FALSE,FALSE,TRUE,FALSE
"profession","sewing_occupations","Fisher is Curator Emirta, Textiles & ","Fisher is Curator Emirta, Textiles & ","Fisher is Curator Emirta, Textiles &",FALSE,FALSE,TRUE,FALSE
"profession","sewing_occupations","""Textiles as a Medium of ","""Textiles as a Medium of ","""Textiles as a Medium of",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Textile Society of America, January 1, ","Textile Society of America, January 1, ","Textile Society of America, January 1,",FALSE,FALSE,TRUE,FALSE
"profession","sewing_occupations","Slub Effect  means a yarn ","Slub Effect  means a yarn ","Slub Effect means a yarn",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","the bobby pin), or two strips of ","the bobby pin), or two strips of ","the bobby pin), or two strips of",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","These pins are also called ""map ","These pins are also called ""map ","These pins are also called ""map",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","True ambidextrous scissors are possible if ","True ambidextrous scissors are possible if ","True ambidextrous scissors are possible if",FALSE,FALSE,TRUE,FALSE
"profession","sewing_occupations","Asia
In Pakistan, some believe that scissors ","Asia In Pakistan, some believe that scissors ","Asia In Pakistan, some believe that scissors",FALSE,FALSE,FALSE,TRUE
"profession","sewing_occupations","Elias Howe's Sewing Machine
		
		
Despite securing his patent, Howe ","Elias Howe's Sewing Machine       Despite securing his patent, Howe ","Elias Howe's Sewing Machine Despite securing his patent, Howe",FALSE,TRUE,FALSE,TRUE
"profession","sewing_occupations","338–369
Elias Howe Biography by Alex I. ","338–369 Elias Howe Biography by Alex I. ","338–369 Elias Howe Biography by Alex I.",FALSE,FALSE,TRUE,TRUE
"profession","sewing_occupations","Today, JUKI is  one of ","Today, JUKI is  one of ","Today, JUKI is one of",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","In some countries  anesthesiologists comprise ","In some countries  anesthesiologists comprise ","In some countries anesthesiologists comprise",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","In the United States, anesthesiologist assistants - ","In the United States, anesthesiologist assistants - ","In the United States, anesthesiologist assistants -",FALSE,FALSE,TRUE,FALSE
"profession","healthcare_occupations","An emergency physician is a ""Jack of ","An emergency physician is a ""Jack of ","An emergency physician is a ""Jack of",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","A flight nurse is a registered nurse ","A flight nurse is a registered nurse ","A flight nurse is a registered nurse",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Operation Flight Nurse: Real-Life Medical ","Operation Flight Nurse: Real-Life Medical ","Operation Flight Nurse: Real-Life Medical",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","A registered nurse is a nurse who ","A registered nurse is a nurse who ","A registered nurse is a nurse who",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Registered nurses are employed in a wide variety of ","Registered nurses are employed in a wide variety of ","Registered nurses are employed in a wide variety of",TRUE,TRUE,FALSE,FALSE
"profession","healthcare_occupations","Registered nurses must usually meet a minimum ","Registered nurses must usually meet a minimum ","Registered nurses must usually meet a minimum",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The title 'Registered Nurse' is granted to ","The title 'Registered Nurse' is granted to ","The title 'Registered Nurse' is granted to",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Registered Nurses are also required to meet ","Registered Nurses are also required to meet ","Registered Nurses are also required to meet",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Registered Nurses can work in a variety of ","Registered Nurses can work in a variety of ","Registered Nurses can work in a variety of",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The median pay for a registered nurse ","The median pay for a registered nurse ","The median pay for a registered nurse",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The highest-paid registered nurses in the United ","The highest-paid registered nurses in the United ","The highest-paid registered nurses in the United",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Most registered nurses start working with competitive ","Most registered nurses start working with competitive ","Most registered nurses start working with competitive",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The median annual salary for registered nurses ","The median annual salary for registered nurses ","The median annual salary for registered nurses",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Neurologists complete, on average, about 8 ","Neurologists complete, on average, about 8 ","Neurologists complete, on average, about 8",FALSE,FALSE,TRUE,FALSE
"profession","healthcare_occupations","Optometrists (also known as doctors of ","Optometrists (also known as doctors of ","Optometrists (also known as doctors of",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","Since 2009, optometrists in the UK ","Since 2009, optometrists in the UK ","Since 2009, optometrists in the UK",FALSE,FALSE,TRUE,FALSE
"profession","healthcare_occupations","Following residency training, some otolaryngologist-head & ","Following residency training, some otolaryngologist-head & ","Following residency training, some otolaryngologist-head &",FALSE,FALSE,TRUE,FALSE
"profession","healthcare_occupations","The two terms ""general practitioner"" and ""family ","The two terms ""general practitioner"" and ""family ","The two terms ""general practitioner"" and ""family",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","A family nurse practitioner provides continuing and comprehensive ","A family nurse practitioner provides continuing and comprehensive ","A family nurse practitioner provides continuing and comprehensive",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","A physician assistant  in the US/Canada, ","A physician assistant  in the US/Canada, ","A physician assistant in the US/Canada,",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","A neonatal nurse practitioner  is an advanced ","A neonatal nurse practitioner  is an advanced ","A neonatal nurse practitioner is an advanced",TRUE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","The National Association of Neonatal Nurse Practitioners is ","The National Association of Neonatal Nurse Practitioners is ","The National Association of Neonatal Nurse Practitioners is",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","A physician assistant  in the US/Canada, ","A physician assistant  in the US/Canada, ","A physician assistant in the US/Canada,",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","A pediatric nurse practitioner is a nurse practitioner ","A pediatric nurse practitioner is a nurse practitioner ","A pediatric nurse practitioner is a nurse practitioner",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The pediatric nurse practitioner is a specialist in ","The pediatric nurse practitioner is a specialist in ","The pediatric nurse practitioner is a specialist in",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","A psychiatrist is a physician who ","A psychiatrist is a physician who ","A psychiatrist is a physician who",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychiatrists are medical doctors, unlike psychologists, ","Psychiatrists are medical doctors, unlike psychologists, ","Psychiatrists are medical doctors, unlike psychologists,",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","A psychiatrist usually works as the ","A psychiatrist usually works as the ","A psychiatrist usually works as the",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychiatrists have broad training in a ","Psychiatrists have broad training in a ","Psychiatrists have broad training in a",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychiatrists prescribe medicine, and may also ","Psychiatrists prescribe medicine, and may also ","Psychiatrists prescribe medicine, and may also",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Some psychiatrists specialize in helping certain ","Some psychiatrists specialize in helping certain ","Some psychiatrists specialize in helping certain",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychiatrists specializing in geriatric psychiatry work ","Psychiatrists specializing in geriatric psychiatry work ","Psychiatrists specializing in geriatric psychiatry work",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychiatrists working in the courtroom and ","Psychiatrists working in the courtroom and ","Psychiatrists working in the courtroom and",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","After completing their training, psychiatrists are ","After completing their training, psychiatrists are ","After completing their training, psychiatrists are",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","At this stage, the psychiatrist can ","At this stage, the psychiatrist can ","At this stage, the psychiatrist can",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","To become an adolescent psychiatrist, one ","To become an adolescent psychiatrist, one ","To become an adolescent psychiatrist, one",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","A psychologist studies normal and abnormal ","A psychologist studies normal and abnormal ","A psychologist studies normal and abnormal",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Most psychologists need a license to ","Most psychologists need a license to ","Most psychologists need a license to",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Typically, psychologists need a doctoral degree ","Typically, psychologists need a doctoral degree ","Typically, psychologists need a doctoral degree",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychologists can work in applied or ","Psychologists can work in applied or ","Psychologists can work in applied or",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Academic psychologists educate higher-education students as ","Academic psychologists educate higher-education students as ","Academic psychologists educate higher-education students as",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychologists typically have one of two ","Psychologists typically have one of two ","Psychologists typically have one of two",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Clinical and counseling psychologists may also ","Clinical and counseling psychologists may also ","Clinical and counseling psychologists may also",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","In five US states, psychologists with ","In five US states, psychologists with ","In five US states, psychologists with",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","In addition, psychologists spend several years ","In addition, psychologists spend several years ","In addition, psychologists spend several years",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The restriction for psychologists is governed by ","The restriction for psychologists is governed by ","The restriction for psychologists is governed by",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","There are about 6,200 licensed psychologists ","There are about 6,200 licensed psychologists ","There are about 6,200 licensed psychologists",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychologists in Greece are legally required ","Psychologists in Greece are legally required ","Psychologists in Greece are legally required",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychologists in Greece are not required ","Psychologists in Greece are not required ","Psychologists in Greece are not required",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The Dutch professional association of psychologists, ","The Dutch professional association of psychologists, ","The Dutch professional association of psychologists,",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The titles ""psychotherapist"" and ""healthcare psychologist"" ","The titles ""psychotherapist"" and ""healthcare psychologist"" ","The titles ""psychotherapist"" and ""healthcare psychologist""",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The titles ""clinical psychologist"", ""counseling psychologist"", ","The titles ""clinical psychologist"", ""counseling psychologist"", ","The titles ""clinical psychologist"", ""counseling psychologist"",",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The title of ""neuropsychologist"" is not ","The title of ""neuropsychologist"" is not ","The title of ""neuropsychologist"" is not",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The title of ""psychologist"", by itself, ","The title of ""psychologist"", by itself, ","The title of ""psychologist"", by itself,",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Psychologists in the United States campaigned ","Psychologists in the United States campaigned ","Psychologists in the United States campaigned",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","By 1997, ten psychologists were trained ","By 1997, ten psychologists were trained ","By 1997, ten psychologists were trained",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Clinical and Counseling psychologists in the ","Clinical and Counseling psychologists in the ","Clinical and Counseling psychologists in the",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Licensure as a psychologist takes an ","Licensure as a psychologist takes an ","Licensure as a psychologist takes an",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Notable schools with Psychiatric-Mental Health Nurse practitioner programs are ","Notable schools with Psychiatric-Mental Health Nurse practitioner programs are ","Notable schools with Psychiatric-Mental Health Nurse practitioner programs are",TRUE,TRUE,FALSE,FALSE
"profession","healthcare_occupations","–International Federation of Social Workers ""Social work ","–International Federation of Social Workers ""Social work ","–International Federation of Social Workers ""Social work",TRUE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","–Canadian Association of Social Workers ","–Canadian Association of Social Workers ","–Canadian Association of Social Workers",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","–National Association of Social Workers""Social workers work ","–National Association of Social Workers""Social workers work ","–National Association of Social Workers""Social workers work",TRUE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","Social workers support people, act as advocates ","Social workers support people, act as advocates ","Social workers support people, act as advocates",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Social workers often work in multi-disciplinary teams ","Social workers often work in multi-disciplinary teams ","Social workers often work in multi-disciplinary teams",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Social workers promote social justice and social ","Social workers promote social justice and social ","Social workers promote social justice and social",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","requires social workers to know financial management ","requires social workers to know financial management ","requires social workers to know financial management",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Another area that social workers are focusing ","Another area that social workers are focusing ","Another area that social workers are focusing",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","There are more clinically trained social workers—over ","There are more clinically trained social workers—over ","There are more clinically trained social workers—over",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations",")The physical therapist professional curriculum includes content ",")The physical therapist professional curriculum includes content ",")The physical therapist professional curriculum includes content",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","Occupational Therapists are health care professionals who ","Occupational Therapists are health care professionals who ","Occupational Therapists are health care professionals who",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists work in a variety of ","Occupational therapists work in a variety of ","Occupational therapists work in a variety of",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Many occupational therapists work in private practice ","Many occupational therapists work in private practice ","Many occupational therapists work in private practice",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists may promote client participation and ","Occupational therapists may promote client participation and ","Occupational therapists may promote client participation and",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists focus on providing a client-centered, holistic approach to ","Occupational therapists focus on providing a client-centered, holistic approach to ","Occupational therapists focus on providing a client-centered, holistic approach to",TRUE,TRUE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists bring attention to a person's ","Occupational therapists bring attention to a person's ","Occupational therapists bring attention to a person's",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The role of the occupational therapist within ","The role of the occupational therapist within ","The role of the occupational therapist within",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The role of the pediatric occupational therapist ","The role of the pediatric occupational therapist ","The role of the pediatric occupational therapist",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","An occupational therapist might address areas such as ","An occupational therapist might address areas such as ","An occupational therapist might address areas such as",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Early Intervention
An occupational therapist may work with ","Early Intervention An occupational therapist may work with ","Early Intervention An occupational therapist may work with",TRUE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","The role of the occupational therapist is ","The role of the occupational therapist is ","The role of the occupational therapist is",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The goal of the occupational therapist in ","The goal of the occupational therapist in ","The goal of the occupational therapist in",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","The occupational therapist might do this by ","The occupational therapist might do this by ","The occupational therapist might do this by",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Outpatient services
Occupational therapists might also work with ","Outpatient services Occupational therapists might also work with ","Outpatient services Occupational therapists might also work with",TRUE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","Occupational therapists continue to focus on “occupations”, ","Occupational therapists continue to focus on “occupations”, ","Occupational therapists continue to focus on “occupations”,",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Primary care
Primary care for occupational therapists is ","Primary care Primary care for occupational therapists is ","Primary care Primary care for occupational therapists is",TRUE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","In regard to children, an occupational therapist ","In regard to children, an occupational therapist ","In regard to children, an occupational therapist",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapist can do this by coaching ","Occupational therapist can do this by coaching ","Occupational therapist can do this by coaching",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists work with these displaced persons ","Occupational therapists work with these displaced persons ","Occupational therapists work with these displaced persons",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists work through community-based programs that ","Occupational therapists work through community-based programs that ","Occupational therapists work through community-based programs that",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists work with older people in ","Occupational therapists work with older people in ","Occupational therapists work with older people in",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","In the home environment, occupational therapists may ","In the home environment, occupational therapists may ","In the home environment, occupational therapists may",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists are often instrumental in assessing ","Occupational therapists are often instrumental in assessing ","Occupational therapists are often instrumental in assessing",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists found that engagement in occupation ","Occupational therapists found that engagement in occupation ","Occupational therapists found that engagement in occupation",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists address the needs of clients ","Occupational therapists address the needs of clients ","Occupational therapists address the needs of clients",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","An occupational therapist provides various treatment modalities ","An occupational therapist provides various treatment modalities ","An occupational therapist provides various treatment modalities",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists may use a variety of ","Occupational therapists may use a variety of ","Occupational therapists may use a variety of",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists may assess occupational performance before ","Occupational therapists may assess occupational performance before ","Occupational therapists may assess occupational performance before",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists often gather additional information by ","Occupational therapists often gather additional information by ","Occupational therapists often gather additional information by",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapist utilize skilled observation simultaneously with ","Occupational therapist utilize skilled observation simultaneously with ","Occupational therapist utilize skilled observation simultaneously with",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists are trained in the administration ","Occupational therapists are trained in the administration ","Occupational therapists are trained in the administration",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists can provide recommendations for building ","Occupational therapists can provide recommendations for building ","Occupational therapists can provide recommendations for building",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists are also skilled at completing ","Occupational therapists are also skilled at completing ","Occupational therapists are also skilled at completing",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational therapists can also complete driving assessments ","Occupational therapists can also complete driving assessments ","Occupational therapists can also complete driving assessments",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Furthermore, occupational therapists can work with whole ","Furthermore, occupational therapists can work with whole ","Furthermore, occupational therapists can work with whole",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","Occupational Therapist treats conditions ranging from soft ","Occupational Therapist treats conditions ranging from soft ","Occupational Therapist treats conditions ranging from soft",TRUE,FALSE,FALSE,FALSE
"profession","healthcare_occupations","""Mixer chiropractors ""mix"" diagnostic and treatment ","""Mixer chiropractors ""mix"" diagnostic and treatment ","""Mixer chiropractors ""mix"" diagnostic and treatment",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","Radiographer) handles every examination in the ","Radiographer) handles every examination in the ","Radiographer) handles every examination in the",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","), a new advanced practice ","), a new advanced practice ","), a new advanced practice",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","in Midwifery, Bachelor of Midwifery).In British ","in Midwifery, Bachelor of Midwifery).In British ","in Midwifery, Bachelor of Midwifery).In British",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","Education, training and regulation
The undergraduate midwifery ","Education, training and regulation The undergraduate midwifery ","Education, training and regulation The undergraduate midwifery",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","Practice
Women may choose a midwife, a ","Practice Women may choose a midwife, a ","Practice Women may choose a midwife, a",FALSE,FALSE,FALSE,TRUE
"profession","healthcare_occupations","Responsibility
A midwife's responsibilities were not limited ","Responsibility A midwife's responsibilities were not limited ","Responsibility A midwife's responsibilities were not limited",FALSE,FALSE,FALSE,TRUE
"profession","computer_occupations","An Application Analyst will align with IT ","An Application Analyst will align with IT ","An Application Analyst will align with IT",FALSE,FALSE,TRUE,FALSE
"profession","computer_occupations","In this line the ""Data Visualization: Modern ","In this line the ""Data Visualization: Modern ","In this line the ""Data Visualization: Modern",FALSE,FALSE,FALSE,TRUE
"profession","computer_occupations","), product managers manage products, their profit ","), product managers manage products, their profit ","), product managers manage products, their profit",FALSE,FALSE,FALSE,TRUE
"profession","computer_occupations","Security engineering is a specialized field of ","Security engineering is a specialized field of ","Security engineering is a specialized field of",TRUE,FALSE,FALSE,FALSE
"profession","computer_occupations","In one form or another, security engineering ","In one form or another, security engineering ","In one form or another, security engineering",TRUE,FALSE,FALSE,FALSE
"profession","computer_occupations","Security engineering involves aspects of social science, ","Security engineering involves aspects of social science, ","Security engineering involves aspects of social science,",TRUE,FALSE,FALSE,FALSE
"profession","computer_occupations","One of the pioneers of security engineering ","One of the pioneers of security engineering ","One of the pioneers of security engineering",TRUE,FALSE,FALSE,FALSE
"profession","computer_occupations","Security engineering also goes by the label ","Security engineering also goes by the label ","Security engineering also goes by the label",TRUE,FALSE,FALSE,FALSE
"profession","computer_occupations","Security Engineering - A Guide to Building ","Security Engineering - A Guide to Building ","Security Engineering - A Guide to Building",TRUE,FALSE,FALSE,FALSE
"profession","computer_occupations","Software design may refer to either ""all ","Software design may refer to either ""all ","Software design may refer to either ""all",FALSE,FALSE,FALSE,TRUE
"profession","computer_occupations","""Software design usually involves problem solving and ","""Software design usually involves problem solving and ","""Software design usually involves problem solving and",FALSE,FALSE,FALSE,TRUE
"profession","computer_occupations","Information derived from software testing may be ","Information derived from software testing may be ","Information derived from software testing may be",FALSE,FALSE,TRUE,FALSE
"profession","computer_occupations","""Solution architecture alignment for logistics portfolio ","""Solution architecture alignment for logistics portfolio ","""Solution architecture alignment for logistics portfolio",FALSE,FALSE,FALSE,TRUE
"profession","computer_occupations","User Experience Design: Mit erlebniszentrierter Softwareentwicklung zu ","User Experience Design: Mit erlebniszentrierter Softwareentwicklung zu ","User Experience Design: Mit erlebniszentrierter Softwareentwicklung zu",FALSE,FALSE,TRUE,FALSE
"profession","film_and_television_occupations","An animator is an artist who ","An animator is an artist who ","An animator is an artist who",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Animators can work in a variety of ","Animators can work in a variety of ","Animators can work in a variety of",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Some animators in Japan such as ","Some animators in Japan such as ","Some animators in Japan such as",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Despite those constraints, the animator is ","Despite those constraints, the animator is ","Despite those constraints, the animator is",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","Auditions for performing opportunities may be ","Auditions for performing opportunities may be ","Auditions for performing opportunities may be",FALSE,FALSE,TRUE,FALSE
"profession","film_and_television_occupations","In jazz groups, auditionees may be ","In jazz groups, auditionees may be ","In jazz groups, auditionees may be",FALSE,FALSE,TRUE,FALSE
"profession","film_and_television_occupations","Orchestral auditions are typically held in ","Orchestral auditions are typically held in ","Orchestral auditions are typically held in",TRUE,FALSE,FALSE,FALSE
"profession","film_and_television_occupations","), the audition panel will be ","), the audition panel will be ","), the audition panel will be",FALSE,FALSE,TRUE,TRUE
"profession","film_and_television_occupations","2: Directors
Contemporary North American Film Directors: A ","2: Directors Contemporary North American Film Directors: A ","2: Directors Contemporary North American Film Directors: A",FALSE,FALSE,FALSE,TRUE
